,id,update,n_updates
400,566021765,"['UPDATE #1\nIf Weeping Willows Could Really Weep (Poem from the book)\nEbony DonahueCreator\nMarch 1, 2015\n\nIf Weeping Willows really could weep the picture of this majestic tree would be me.\nOh, if Weeping Willows could really weep it would weep for me for the past three…..weeks. Within these weeks I have become… weak.\nMy beautiful branches that once stood erect and strong have drooped in misery from unwanted attention pressed upon me All – Day - Long.\n11\nRead more']",1
401,1403895242,"['UPDATE #1\nSalvation campaign has begun...\nLeaveil DabneyCreator\nOctober 14, 2015\nGreat start for the first day! Wanted to thank everyone who has made a pledge. More good great things to come. If you know anyone looking for a unique YA fantasy, send them my way.\n59 more days to go.\n1\nRead more']",1
402,2052293724,"[""UPDATE #3\nNear the finish line\nJosh MruzCreator\nFebruary 21, 2019\nHey everyone.  Just wanted to give you all an update.  We are still working super hard to finish the film.  We unfortunately hit a few small bumps in the road of post-production.  So we are a few weeks off from our original goal of having the film completed this month.  I'm putting every second of my free time into getting this thing done though.\nI couldn't be happier with how it's turning out.  I've already submitted the work in progress edit to a number of film festivals, which is really exciting.  I want to thank everyone again for donating, and for your continued patience.  I can't wait to share the film with all of you and to get the rewards going!\n2\nRead more"", ""UPDATE #2\nHere's our official trailer!\nJosh MruzCreator\nOctober 29, 2018\nAs we continue post production on the film, we have just dropped our new trailer for the movie!  Thanks again to all our supporters, and hopefully you're all excited with this little taste of the movie!\n 12\nRead more"", ""UPDATE #1\nWe did it!\nJosh MruzCreator\nJuly 13, 2018\nWe just hit our goal! Thanks to everyone who has donated. We couldn't make this movie without you! The campaign is still going for about 20 hours, every extra dollar we earn just makes the movie better! Stay tuned for updates!\n3\nRead more""]",3
403,745808901,"['UPDATE #1\nA Big Thanks To Our Backers So Far!\nAmy PysdenCreator\nNovember 1, 2015\nEXCITEMENT as the school day begins.. opening up the Kickstarter project on the internet to graph the progress.The students are learning that complete strangers, friends and family believe in their work enough to donate and it is an inspiring experience...\nThank You!\nThe group is busy learning the ropes of being a film crew and are working on 3 documentaries!\n3\nRead more']",1
404,383244886,"['UPDATE #2\nRoughly 8 hours left to go!\nAlexander EvansCreator\nJuly 9, 2015\nTime is winding down, folks. \nThank you all so much for your help!\nRead more', ""UPDATE #1\nFirst Update!\nAlexander EvansCreator\nJune 4, 2015\nThis is the first update for this recently launched Kickstarter. I'm very excited for this project to begin to get off of the ground! I cannot stress how important it is to me that both Rob and myself have the amazing support from those of you who do.\nI want to express my thanks to everyone for being a part of this million dollar project idea. It's not about the money - this is ALL about the progress of so many of you that are needing the help of a program, the help of others, or you're just simply here to help those of us who are in need. \nRead more""]",2
405,442519398,"[""UPDATE #17\nFilm streams in one week! Pre-order today!\nLise Friedman and Maia WechslerCreator\nNovember 5, 2019\nDear Backers,\nWe’re excited to tell you that If the Dancer Dances hits iTunes, Amazon, Vimeo On Demand in one week – on November 12th!\n\nPlease pre-order the film on Vimeo or iTunes now and help us raise its visibility! Here's a Vimeo especially for you: rainforest \n\nIf you’ve already seen the film, please go to ,  and , etc. and rate the film with !\n\n\n\n\n\n\n\n\n\n2\nRead more"", ""UPDATE #16\nSpecial NYU Screening! Digital Download Coming Soon!\nLise Friedman and Maia WechslerCreator\nSeptember 4, 2019\nDear Backers,\nWe're excited to invite you to a special, free (!) New York University screening of If the Dancer Dances:\n \n\n\n\n\n\n\n\n1\nRead more"", 'UPDATE #15\nHELD OVER AT THE QUAD! PLEASE RATE THE FILM!\nLise Friedman and Maia WechslerCreator\nApril 30, 2019\nDear Backers,\nGreat news!\n•The film is being held over for one more week at the Quad Cinema! Please spread the word!\n\n\n\n\n\n\n\n4\nRead more', 'UPDATE #14\nOpening this Friday—NYC!\nLise Friedman and Maia WechslerCreator\nApril 22, 2019\nDear Fabulous Backers,\nAs promised, here is the ticket link for the Quad Cinema!  Opening this Friday, April 26!\nPlease join us and cast members for post-screening discussions throughout opening weekend. Friday night and Sunday afternoon with renowned former chief dance critic Alastair Macaulay; Saturday night with legendary dance writer Deborah Jowitt. \n\n\n\n\n\n\nRead more', ""UPDATE #13\nSee the film!\nLise Friedman and Maia WechslerCreator\nApril 12, 2019\nDear Kickstarter Backers,\nAs promised, we're keeping you in the loop! \nSee the film:\n5\nRead more"", 'UPDATE #12\nIn Theaters this Spring!\nLise Friedman and Maia WechslerCreator\nFebruary 22, 2019\nChoreographer Stephen Petronio in If the Dancer Dances\nDear Kickstarter Family,\nHappy Anniversary to all of us!  One year ago today, you brought us over the finish line for a wildly successful campaign. \n\n\n\n39\nRead more', 'UPDATE #11\nPremiere and great review!\nLise Friedman and Maia WechslerCreator\nJuly 31, 2018\nPremiere at the Walter Reade - dancing in our seats\nDear Friends, \nThank you to all of you who were able to join us for our sold-out Premiere at the Walter Reade Theater at Lincoln Center last Tuesday! \n212\nRead more', 'UPDATE #10\nPREMIERE: ONE WEEK FROM TODAY!\nLise Friedman and Maia WechslerCreator\nJuly 17, 2018\nAndrea Weber, Pierre Guilbault, Rashaun Mitchell and Emily Stone in If the Dancer Dances\n\nDear Backers and Friends, \nJust one week to the premiere of If the Dancer Dances! Tickets are selling well, so if you plan to attend, please click here.\n4\nRead more', 'UPDATE #9\nTickets to the Premiere!\nLise Friedman and Maia WechslerCreator\nJune 29, 2018\nJaqlin Medlock and Meg Harper in If the Dancer Dances\nDear Backers,\nTickets are now on sale for the premiere!  Please click here to purchase!  \nWhen/Where:  Tuesday, July 24, 8 p.m., Walter Reade Theater, Lincoln Center.\n17\nRead more', 'UPDATE #8\nFilm Premiere!\nLise Friedman and Maia WechslerCreator\nJune 13, 2018\nJoshua Tuason, Nicholas Sciscione and Jaqlin Medlock in ""If the Dancer Dances""\nDearest Kickstarter Backers,\nWe did it!  You did it!  If the Dancer Dances will premiere as the Closing Night Film at Lincoln Center\'s Dance on Camera Festival on July 24th!  We couldn\'t have gotten here without your invaluable support - so thank you from the bottom of our hearts. \n7\nRead more']",17
406,1445139804,"['UPDATE #13\nPut Your Best (Panda) Foot Forward\nAnne BelovCreator\nNovember 9, 2019\nUpdate from the Headquarters for Panda Satire!\nHey all!\nI’m planning some new pin designs for new Kickstarter projects in the new year, but an opportunity from the folks who facilitate the pin and patch orders recently came over the transom.\n17\nRead more', 'UPDATE #12\nPanda are on the MOOOVE!\nAnne BelovCreator\nSeptember 4, 2019\nPins are on their way!\nHey everyone!\nShipping has commenced! 99% of the pins are on their way, except for a couple hand delivery ones and one with an address problem.\n811\nRead more', 'UPDATE #11\nPins are coming soon!\nAnne BelovCreator\nAugust 15, 2019\nMr. Wu is on his way!\nI just got word form my pin supplier that the pins are on their way to them, which means I’ll have them in about a week, and then I can start sending them out to you!\nA quick reminder to the 7 or so of you who I still have not heard from RE:survey. I need your addresses so that Mr. Wu can head your way! Some of you, I have addresses from previous projects, but I need confirmation that you are still at the same address. When I don’t have the right address, it takes extra time and money to get your rewards to you.\n510\nRead more', 'UPDATE #10\nHuzzah!\nAnne BelovCreator\nJuly 17, 2019\n!!Thank you everyone! More info to come next week! Till then, sit tight, have a cuppycake, and get ready to celebrate\n213\nRead more', 'UPDATE #9\nBarely (BEARLY???) a Half Hour left to go!\nAnne BelovCreator\nJuly 17, 2019\nWe have but minutes to go!\nWe’ve done what we set out to do, and for that, I think you all, fans old and new of panda satire. I had an “off the books” pledge that has put us over our stretch goal #1A, so EVERYONE will get a Pinky 2020 bumper sticker. (Oh, that Pinky! Trying to make Mr. Wu’s project all about her!)\nI’m going to take a few days to catch my breath, finalize the designs, and place orders with Pin Game Strong for the pins and patches. I already ordered Pinky’s bumper stickers, that’s how sure I was that we would meet this goal.\n8\nRead more', 'UPDATE #8\nLess than 24 hours to go!\nAnne BelovCreator\nJuly 16, 2019\nWe’re moving into the last hours  of our campaign! Thanks again to all who have supported panda satire!\nWhen the project closes, these things will happen:\n* Kickstarter will charge whatever amount you pledged to your credit card (I never see your card information)\n411\nRead more', 'UPDATE #7\nWE are almost in the home stretch!\nAnne BelovCreator\nJuly 13, 2019\nHeading into the last weekend, I want to thank you all once again for your support for me and my quest for world domination through panda satire!\nI hope everyone has a wonderful weekend and can enjoy some summer weather (those of you who are not cursed with excessive heat, rain, earthquakes, or other natural/unnatural disasters.)\nIt is a strange blessing, this Kickstarter thing, isn’t it? It’s given me the opportunity to share my goofy pandas with the world, in ways that would not have been possible 20 years ago. (I would still be chasing people down the aisles of my local supermarket, notebook in hand, “But you haven’t read THIS one yet!!!”)\n311\nRead more', ""UPDATE #6\nHuzzah! Mr wu's pin and patch will now be a reality!\nAnne BelovCreator\nJuly 10, 2019\nWe did it! You did it!\nHuzzah!\nAnd we still have a week to go, which means we have plenty of time to reach our stretch goal! Because, I really want Pinky’s new 2020 bumper sticker (because of course I do, and PINKY!!!!!)...\n110\nRead more"", 'UPDATE #5\nI will now commence jumping up and down...\nAnne BelovCreator\nJuly 10, 2019\nWith one week (that’s 7 days!) to go, we are still $41 away from reaching our goal. That’s one Wu-Self Set away from getting over the finish line! I know you’re out there…someone who has already collected the first two pins in the set, who is waiting till the absolute last minute to pledge.\nIn case you might have missed this:\n411\nRead more']",13
407,1902183488,"['UPDATE #14Backers only\nDVD update!\nCéline CousteauCreator\nFebruary 17, 2020\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post\n3', 'UPDATE #13Backers only\nYour Rewards Are On The Way!\nCéline CousteauCreator\nJanuary 6, 2020\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post\n3', 'UPDATE #12\nWe’re back from the Javari and getting ready to deliver your rewards to YOU!\nCéline CousteauCreator\nNovember 26, 2019\nIt’s been a while....but that‘s because we’ve been busy! \nThanks to all of your generous contributions to Tribes on the Edge we finally did it — we took the film to the Javari. Only a few short days ago, I returned from the expedition to Atalaia do Norte where I showed the film to the Indigenous Peoples of the Javari and strategized with tribal leaders on delivering a community house. \nWe also are busy working away to deliver the rewards that you‘ve all been patiently awaiting! Due to some minor production delays, expect to see your rewards in the mail by early January 2020. This is due to our efforts to send all rewards in one package to minimize excess pacakging and resource expenditure. Please make sure you have replied with your correct mailing address and as always THANK YOU!\n7\nRead more', ""UPDATE #11\nRewards Are Coming Your Way This Fall!\nCéline CousteauCreator\nJune 28, 2019\nHello Awesome Backers!\nIt's been a while and we've been busy prepping your rewards. We can't wait to get them out to you this fall! \nIn the meantime, here is an update on Tribes on the Edge.... \nThanks to your support we have been able to finish our film, plan screenings as part of the Communication Initiative, continue our Skype in the Classroom lessons as part of our Education Initiative and launch our Action Initiative. The Indigenous Peoples of the Vale do Javarí in the Brazilian Amazon have requested the TOTE impact campaign to help them monitor their territory with the help of drones and thanks to we have secured not one, but drones so far. The threats they face include illegal entrants into the territory, such as loggers, miners, hunters, and others. \n6\nRead more"", 'UPDATE #10Backers only\nSave the Date!\nCéline CousteauCreator\nMarch 6, 2019\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post', 'UPDATE #9Backers only\nNYC Private Screening Update\nCéline CousteauCreator\nFebruary 6, 2019\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post', 'UPDATE #8Backers only\nFireside Chat with Céline at Be Social Change NYC Next Tuesday!\nCéline CousteauCreator\nFebruary 6, 2019\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post\n2', 'UPDATE #7Backers only\nHappy Giving Tuesday!\nCéline CousteauCreator\nNovember 27, 2018\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post\n5', 'UPDATE #6Backers only\nRewards Are Coming Your Way!\nCéline CousteauCreator\nOctober 8, 2018\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post\n24', 'UPDATE #5Backers only\nWE DID IT!\nCéline CousteauCreator\nAugust 18, 2018\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post\n10']",14
408,472272048,"[""UPDATE #4\nImportant Update!\nNicole MaCreator\nJanuary 23, 2021\nHi everyone! I ordered everything necessary to fulfill rewards and here are some manu pics (scroll down)! I will likely be getting these shipped out to you in the next month. Thank you again for your support with this campaign and I think these turned out adorable! I also have super cute pin cards coming my way.\n\nI also wanted to let you know that there is ONLY 5 DAYS LEFT to pledge for my ita bag and ita keychain Kickstarter and EVERYTHING for that has been unlocked! The material is amazing, sturdy, and you can really only fully appreciate the bag in person. The items are at their lowest prices during the campaign and every pledge of a heart ita bag comes with a free strawberry telephone enamel pin.  Please check out my ! I've been working on it since August and pull all my time + effort into it.\n\n\n\n3\nRead more"", ""UPDATE #3\nIta Bag Campaign Is LIVE and at it's lowest prices!!\nNicole MaCreator\nJanuary 7, 2021\nHi everyone!!\nThis week I launched my first ita bag campaign and I couldn't be more excited about it! I've worked on it since August and I enjoyed every moment of it, from initial concept to prototypes to getting the campaign ready (photoshoots, editing, promoting). Everything was done by just me but this is truly my hobby and our support makes me feel grateful beyond words. The bag and keychain can be pledged for separately and are at their LOWEST PRICE right now! Every pledge of a heart ita bag comes with a free strawberry telephone enamel pin as well. The material is amazing, sturdy, and you can really only fully appreciate the bag in person. Please check out my campaign! I hope to get all three variations funded!! :))\n\nRead more"", ""UPDATE #2\nAll reward surveys sent out! Thank you for supporting me with this project!!\nNicole MaCreator\nDecember 12, 2020\nThank you so much for your pledge and helping make this campaign a success! I sent out all the surveys and it would be greatly appreciated if you can fill it in as soon as possible because ideally I'd like to order the pins by 12/15 so I can get them out to you quicker! Rewards will be shipped out around February and I will keep everyone updated! :)\n\nAlso if you purchase anything from my Etsy shop and include your Kickstarter email in the order notes, I will refund excess shipping costs you paid on Etsy and ship your order with these pins in February! \n23\nRead more"", ""UPDATE #1\nOne week left! All designs unlocked so pledge without any worry :)\nNicole MaCreator\nDecember 5, 2020\nThank you so much for the support! I went ahead and unlocked all 8 pin designs so if you pledged for 8 pins you don't need to worry about the last two reaching their goals. If you can share the campaign that would be greatly appreciated. Thank you so much for following along and I would not be able to produce these without your help so I genuinely appreciate it :)) \n<3 Nicole\n5\nRead more""]",4
409,22032219,"[""UPDATE #1\nC'est parti !\nSeb Caron - PhotographeCreator\nOctober 10, 2020\nCa y est... c'est parti...\nLe projet et son avenir son entre vos mains, et rien ne se fera sans vous.\nPartagez le, faites le connaitre, avancer, évoluer, progresser...\nRead more""]",1
