,id,update,n_updates
150,1917109203,"['UPDATE #24\nUpdate!!!\nCircle II Circle (deleted)Creator\nSeptember 29, 2015\nHello!!! We are re-shipping damaged poster rewards! A few have let us known their poster arrived damaged... just want to make sure EVERYONE should let us know if your poster got damaged in shipping.\nWe also want to offer you a special little extra bonus for the longer wait. To those with damaged posters we are offering FREE shipping for any CIIC items in our merch store!!!!\n1\nRead more', 'UPDATE #23\nUPDATES ON SHIPPING AND PROJECT!\nCircle II Circle (deleted)Creator\nJuly 11, 2015\nHello supporters!\nWe have not posted in quote awhile here as most of you have found us on Facebook at:\nhttps://www.facebook.com/pages/Circle-II-Circle-Dreams-That-Never-Die-Documentary\n14\nRead more', 'UPDATE #22\nFullfilment this week!\nCircle II Circle (deleted)Creator\nApril 26, 2015\nHello! First off we are very sorry this has taken much longer then anticipated. There has been a lot going on in the CIIC camp this year.  Changes in the line up and being spread out across the world has made this more difficult then we thought. However! Guitars have been signed, shirts are made, everything except for signed posters. Those will be shipped separately very soon. Each one will receive a notice with tracking numbers when shipped this week!\n14\nRead more', 'UPDATE #21\nFullfillment Update!\nCircle II Circle (deleted)Creator\nFebruary 20, 2015\nHello Supporters!\nYou know, the hardest part of this entire thing has been getting everything together for fulfillment.\nWe have the guitars, and the posters. Shirts will be here in the next few days. We have the posters and guitars signed, with the exception of one band member. He has them, but he had an emergency situation with family and had to step out in order to take care of it. We expect him back to get the rest of the signing done very soon.\n23\nRead more', ""UPDATE #20\nFullfillment Of Orders\nCircle II Circle (deleted)Creator\nJanuary 14, 2015\nHAPPY NEW YEAR EVERYONE!\nWe have gotten some questions about merch fulfillment and I wanted to make sure everyone knows that we are on it. \nWe have had to order posters, guitars, USB sticks, certificates, CD's, etc. etc. and everything we have ordered is either on it's way or will be shortly. \n6\nRead more"", ""UPDATE #19\nHappy Holidays!\nCircle II Circle (deleted)Creator\nDecember 2, 2014\nHello!\nHappy holidays! We're back home and working on merch fulfillment, we should be on track for making our delivery date. Thank you for your responses to the surveys we sent. If you have not responded please do so delivery won't be delayed. If you have not received the survey please let us know at c2cdocumentary@gmail.com.\nCircle II Circle is wrapping up their new album this week and it's set for a 2015 release. Next on the list for filming we are traveling to NAMM with members of CIIC and a possible South American tour early next year.\nAgain thank everyone of you for your support!\nRead more"", 'UPDATE #18\nBacker Surveys Sent!\nCircle II Circle (deleted)Creator\nNovember 11, 2014\nThe first leg of the Documentary has been accomplished! We still have a long way to go, but we are off to a great start. We still are on track to fulfill our obligations by the expected due dates.\nFor further questions please contact us at c2cdocumentary@gmail.com\nThank you very much for your support!\n2\nRead more', 'UPDATE #17Backers only\nProcessing Rewards\nCircle II Circle (deleted)Creator\nOctober 26, 2014\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post\n3', 'UPDATE #16\nFullfillment Time!\nCircle II Circle (deleted)Creator\nOctober 23, 2014\nThank you! ALL of you! THANK YOU SO MUCH! We saw it through to over 140% of our goal! AMAZING!\nIt is time for us to start getting together what it is we promised all of you. \nThe band is currently on the road in Europe, but we will begin placing the orders necessary to get the items promised, the shipping, the shout outs, and everything you have chosen as your reward level for the contribution you made. Some of them will begin going out as soon as just a couple of weeks and some of them will take a bit longer as many of you will be recieving completed copies of the documentary, songs that you have asked us to record, etc. \n1\nRead more', 'UPDATE #15\n58 Hours to GO!\nCircle II Circle (deleted)Creator\nOctober 17, 2014\nHELLO FROM DUBAI!\nWow...again. WOW!\nWe have well exceeded our funding goal and with 58 hours left, we are expecting some last minute contributions to really push this over the top!\nWe have reduced the contribution requirement for the banners, and someone has already snatched the SEASONS WILL FALL TOUR banner up! That leaves the MIDDLE OF NOWHERE and BURDEN OF TRUTH banners available!\n1\nRead more']",24
151,1406672974,"[""UPDATE #7\nI already Pre launch another Kickstarter!\nMiuPandaCreator\nJuly 1, 2020\nIn this Kickstarter you'll find the cutest enamel pin creatures!\nhttps://www.kickstarter.com/projects/miupanda/cute-celestial-creatures-enamel-pin-collection\nGo to activate the notification!\n2\nRead more"", ""UPDATE #6\nAll orders have been shipped!\nMiuPandaCreator\nJune 23, 2020\nI'm so happy to announce that all the orders has been shipped! \nIt means  your favourite Animal Crossing villagers will be with you so soon♥\n\nPlease note that because of Covid shipments may take longer than expected.\n\n2\nRead more"", 'UPDATE #5\nI Already have all the products and freebies!! ♥\nMiuPandaCreator\nJune 18, 2020\nYAY!!♥  All your orders will be send so soon!\nThank you for your support and patience ♥\nRemember you can find more products on my etsy store \nhttps://www.etsy.com/es/shop/ItsMiuPanda\n1\nRead more', 'UPDATE #4\nThe samples just arrived!\nMiuPandaCreator\nMay 27, 2020\nHi everyone!\nThe samples I ordered to check the measures just arrive and looks amazing! \nThe covers fix so well and this is how it looks♥\nPlease note that the cover shown is attached to the dock only with tape to take the photos, it is not attached with its original adhesive. This is why it may seem that it is not well attached at some points.\n14\nRead more', 'UPDATE #3\nYAY! All freebies UNLOCKED!\nMiuPandaCreator\nMay 9, 2020\nYou are amazing! And we reach the goal needed to unlock all freebies :D\nSay hi to Isabelle! \n1\nRead more', 'UPDATE #2\nBLATHERS and RESETTI UNLOCKED!!\nMiuPandaCreator\nMay 4, 2020\nThe project is growing a lot thanks to your support and in a few days we have reached the goal and unlock two freebies!\n\nYou are incredible!! ♥\n\n♥Thanks to everyone♥\n2\nRead more', 'UPDATE #1\nWe did it!♥\nMiuPandaCreator\nMay 1, 2020\n♥¡YAY!♥ We did it!\nWe have already achieved the goal and have just started :D\nThank you all for all your support! ♥\n1\nRead more']",7
152,166984936,"['UPDATE #1\nWe did it!\nDani Maloney Dance CompanyCreator\nNovember 20, 2020\nThank you all so much for believing in DMD and this project! Your support will give eleven beautiful dancers the opportunity to safely work again during this pandemic. I will be reaching out soon regarding how you would like to be credited as an official donor to this startup company! Thank you again and have a happy holiday season! \n1\nRead more']",1
153,918435347,"['UPDATE #3Backers only\nReward Surveys !\nMade With HugsCreator\nNovember 17, 2017\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post', ""UPDATE #2\nShe's Here!\nMade With HugsCreator\nNovember 2, 2017\nNow we're just waiting on the stickers!!�\n1\nRead more"", ""UPDATE #1\nWe did it!!\nMade With HugsCreator\nOctober 26, 2017\nWe've reached our goal within the week!! Thank you everyone! Pin order has been sent to the manufacturer and stickers have been ordered as well(: Now it's just a waiting game. Will update you all again soon! THANK YOU!!\nRead more""]",3
154,1582068594,"['UPDATE #3\nSupport us on Facebook and Amazon\nDoubleU PublishersCreator\nMay 25, 2015\nThe book is now available on Amazon here: Medical School and the Match\nHelp get the word out about the book by becoming a fan on Facebook too.\nThanks!!\nRead more', 'UPDATE #2\nNow available on Amazon!\nDoubleU PublishersCreator\nMay 22, 2015\nHi everyone!\nThank you again so much for getting this project off the ground!  The book is now being printed and is available to the general public for purchase on Amazon.  However, you all pre-ordered the book at a discounted price and yours is already in the mail!\nRead more', 'UPDATE #1\nFirst Prints of the Book!\nDoubleU PublishersCreator\nMay 18, 2015\nTo all the backers and supporters of this project, thank you!!\nWe are really excited to show you pictures of the first proof copies of the book and will be getting read to ship out all of your pre-ordered copies at the beginning of next week!\nHere are some pictures:\n1\nRead more']",3
155,2064062289,[],0
156,151500671,"['UPDATE #8Backers only\nBook Delivery - Update\nMelissa Sievers and Jordan HarshmanCreator\nJanuary 16, 2019\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post\n1', 'UPDATE #7Backers only\nRewards have shipped!\nMelissa Sievers and Jordan HarshmanCreator\nDecember 29, 2018\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post\n4', 'UPDATE #6Backers only\nFinal Stretch\nMelissa Sievers and Jordan HarshmanCreator\nAugust 23, 2017\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post\n3', 'UPDATE #5Backers only\nHappy New Year from The Beauty Clause team\nMelissa Sievers and Jordan HarshmanCreator\nJanuary 2, 2017\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post\n1', 'UPDATE #4Backers only\nThe Beauty Clause Update\nMelissa Sievers and Jordan HarshmanCreator\nNovember 18, 2015\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post', 'UPDATE #3Backers only\nSweet Success!\nMelissa Sievers and Jordan HarshmanCreator\nOctober 7, 2015\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post\n10', 'UPDATE #2\nThe Beauty Clause on The Huffington Post!\nMelissa Sievers and Jordan HarshmanCreator\nOctober 1, 2015\n1\nRead more', ""UPDATE #1\nHalfway There!\nMelissa Sievers and Jordan HarshmanCreator\nSeptember 25, 2015\nFriends,\nWe're happy to announce that we've hit the halfway mark of our campaign and the support thus far has been overwhelming.  We're on track to be 100% successful, and are hopeful that the building momentum and support from friends, family and strangers alike will help push us over the 100% mark and help contribute to the total $25k expense of the entire project.\n\nRead more""]",8
157,378219126,"['UPDATE #1Backers only\nThank you!\nDani WeinbergCreator\nJuly 7, 2014\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post']",1
158,1478212736,"['UPDATE #53\nGreetings Cards & Prints\nNick GribbonCreator\nOctober 27, 2020\nHi all, I’m hearing that people are starting to receive their books in the UK which is great. Hope you’re all happy with them. International postage is going to take longer though.\nI’m just here again to offer you all the choice of buying some greetings cards and prints featuring your pet artwork. I can make these and send them to you. See below for prices and an example of what the greetings cards will look like.\n1\nRead more', 'UPDATE #52\nThankyou.\nNick GribbonCreator\nOctober 26, 2020\nHi all, all the books are now in the post and are on their way to you.\nThank you all for contributing to this project. I hope you’re all happy with your artwork and what I produced.\nIf you haven’t already you can follow me on Instagram and Facebook.\nhttp://Instagram.com/thedarkwoodillustration http://Facebook.com/thedarkwoodillustration\n1\nRead more', 'UPDATE #51\nBooks have arrived!\nNick GribbonCreator\nOctober 22, 2020\nHi all, so the books arrived today! They look really good. Can’t wait for you all to receive them. I’ll start all the postage procedures on Monday, so they should all be posted next week for you.\nI have some prints and cards available if anyone is interested in any extra artwork. These can be posted in the parcels with your books. If you’d like any of these added then you can pay via PayPal at nickgribbon@hotmail.co.uk and leave me a note. Or just email me to sort out. Be quick though!\n3\nRead more', 'UPDATE #50\nBook covers\nNick GribbonCreator\nOctober 14, 2020\nHi all, here’s a preview of what the book covers will look like. Ive been informed that the book is now in production. Hope you like it.\nThanks, Nick.\n2\nRead more', 'UPDATE #49\nMarvin & Max & Books!\nNick GribbonCreator\nOctober 13, 2020\nHi all, So I’ve been editing all the pages for the book and it’s finally all done. I’ve just sent off the artwork to the printers. Apparently the process of making the books should take until 22nd October, once I receive them I can start posting them out for you!\nCan’t wait to see them.\nThanks to everyone for being a part of this project and helping to make it happen.\n4\nRead more', 'UPDATE #48\nSerena and Pepper\nNick GribbonCreator\nOctober 8, 2020\nHere are two more drawings for the book.\nI now have done 99 drawings for the book! Wow!\nSo, I’d like to make it to 100, if anyone would like one more pet portrait then the first to email me will take the last spot. It will be £35 UK, £40 International, payable by PayPal. Please email ASAP if you are interested in this last opportunity. Thanks.\nRead more', 'UPDATE #47\nMisty & Bonnie\nNick GribbonCreator\nOctober 6, 2020\nHere’s two new drawings for the book. I have 2 more left to draw and then I have finished the artwork! I’m hoping to get those done today and then I can continue editing the book pages.\nI started posting out the artwork yesterday. So in the UK you can expect to be receiving art this week, it’s going to be longer internationally but it’s on its way! I’ll be posting more today and tomorrow.\n1\nRead more', 'UPDATE #46\nLuna & Bruno\nNick GribbonCreator\nOctober 4, 2020\nHere’s a couple more drawings I’ve finished this weekend. I’ve pretty much finished all the artwork now. I’ve scanned the art and I’m going to start sending as much as I can out next week.\nAs the artwork is all A3 size (16” x 12”) I’m going to be sending the artwork separate in a postage tube. This will include any prints you’ve ordered also. The books and other extras will be coming in parcels once the books are back from the printers.\n4\nRead more', 'UPDATE #45\nAlfie & Chibi Usagi\nNick GribbonCreator\nSeptember 18, 2020\nHi all, here’s 2 more drawings to see. Only one left to draw, then I can scan the drawings. Once they are scanned I can start posting the original artwork out to you all. So maybe in a weeks time.\nHere’s Alfie, and Chibi Usagi (below).\nRead more', 'UPDATE #44\nKaylee & Jade\nNick GribbonCreator\nSeptember 17, 2020\nHi all, nearly finished the drawings now! Just a few left. I need to go through the backer report and check I’ve got all your pets drawn, but I think I’ve got them all. If you haven’t sent your photo yet then please do ASAP. But if I spot any when I check I’ll get in contact. The email to send photos is nickgribbon27@gmail.com\nAlso feel free to follow me on Instagram or Facebook, I’ve been sharing your pet portraits there, and you can see my other wildlife work also.\nRead more']",53
159,1491909210,"[""UPDATE #4\nUIGF is on its way!\nEsthaemCreator\nApril 15, 2017\nJust a short update to let everyone know that UIGF is on its way to you! Depending on where you live you might have to wait a little while.\nOnce again, thank you everyone for supporting this project and helping me make it come to reality. This has been a little dream of mine and I'm thankful for each and everyone of you.\nEsthaem\nhttp://esthaem.com\nhttp://instagram.com/esthaem\nRead more"", 'UPDATE #3Backers only\nNearly there!\nEsthaemCreator\nMarch 23, 2017\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post\n2', ""UPDATE #2\nFUNDED\nEsthaemCreator\nMarch 6, 2017\nI'm so incredibly grateful for each and everyone that has contributed to this campaign and SO happy to say that the project is over 100% funded. \nOnce the campaign has ended in 5 days, I will make sure to send out the rewards as fast as possible. \nAgain, I want to thank each and everyone of you from the bottom of my heart. It means a lot to me that you're helping me bring this zine to life.\n\n4\nRead more"", 'UPDATE #1Backers only\nPaper changes\nEsthaemCreator\nFebruary 13, 2017\nThis post is for backers only\nIf you’re a backer of this project, please log in to read this post\n1']",4
