,index,faq
0,0,['   ']
1,1,['   ']
2,2,['   ']
3,3,['   ']
4,4,['   ']
5,5,['   ']
6,6,['   ']
7,7,['   ']
8,8,['   ']
9,9,['   ']
10,10,['   ']
11,11,['   ']
12,12,"["" What happens to my pledge if you don't meet your pledge goal? Nobody is charged until the end of the campaign and if and only if the pledge goal is met. Wed, Mar 9 2016 2:20 am EST ?  ""]"
13,13,['   ']
14,14,['   ']
15,15,"["" Who, or What is Razroo? Razroo is a software consulting company(https://www.linkedin.com/company/razroo) based out of NYC. It was started by Charlie Greenman(https://linkedin.com/in/charliegreenman/). Right now the firm isn't too large, and employs about 4-5 part timers. Collectively, we have experience working for Fortune 500 companies, such as Goldman Sachs, Verizon, and Merrill Corporation. We have one product on the way, as well as one book. Both of which will be complete by December 2020. We are trying to establish a very strong open source presence within the community, and this Kickstarter helps contribute to that cause. Fri, Aug 9 2019 8:11 am EDT ?  ""]"
16,16,['   ']
17,17,['   ']
18,18,['   ']
19,19,['   ']
20,20,"[' What file formats can I export from Block Modeller? We currently support exporting FBX and STL.  FBX is a general purpose file format used in many Graphics packages.  STL is used primarly for 3D printing. Tue, Feb 14 2017 5:09 am EST How does it work? You are given a 3D workspace, a cursor, and a palette.  You can move the cursor within the 3D workspace.  To place a block you move the cursor where you want it, and press space.  Press delete to remove.  The palette lets you pick what shape, color and texture you want to put down. Tue, Feb 14 2017 5:17 am EST How does it compare with existing 3D Modellers? The main problem is converting an idea in your head into a visual 3D representation.  The tools vary from low cost applications like Blender, to high end systems like 3D Studio, Maya, and others.  All of them require a fair amount of skill to use.  Block Modeller is low cost, and easy to use.  Playing with toy bricks easy. Tue, Feb 14 2017 5:20 am EST ?  ']"
21,21,['   ']
22,22,['   ']
23,23,['   ']
24,24,['   ']
25,25,['   ']
26,26,['   ']
27,27,['   ']
28,28,"["" When will an iOS Demo be Released? Hopefully mid-campaign. To release an iOS demo, I'd have to get a macbook, which is what a large portion of this campaign funds. If the campaign does well enough, I can get one before the campaign ends. An iOS demo will be released via Apple's TestFlight program. Sat, Nov 30 2019 1:38 pm EST ?  ""]"
29,29,['   ']
30,30,"[' I preordered a Hinata pin back in July! Can I combine my order with my KS reward? (Please note that if you combine these orders, your order will now follow the timeline of the kickstarter) Sat, Aug 15 2020 8:21 pm EDT ?  ']"
31,31,['   ']
32,32,['   ']
33,33,['   ']
34,34,['   ']
35,35,['   ']
36,36,['   ']
37,37,['   ']
38,38,['   ']
39,39,"["" How can I pledge to receive more than one copy of the game? I have added two bundle options, allowing to pledge for multiple copies of the game. If you would like to pledge for more than two, please contact me directly. All backers who pledge for either bundle pack are eligible to choose between white or grey when the campaign ends. The choice will be available on the backer survey. Fri, Oct 19 2018 11:37 pm EDT When backing at the $249 tier, will all the cartridges include the 5 backers names in the credits, or will only those 5 cartridges have custom text? Why not both? When backing at the $249 level, your name will be included in the game credits listed at the title in all versions, along with a message of your choice that will only be included on your personal cartridge. If you'd prefer to keep your name out of the credits, that's fine too. It's all up to you! Fri, Oct 19 2018 11:37 pm EDT How can I get the vinyl soundtrack if I've pledged for the special edition clear cartridge? All special edition tiers will include the CD soundtrack. If you'd like to upgrade to vinyl, please add $30 to your pledge. Fri, Nov 2 2018 8:26 am EDT ?  ""]"
40,40,"["" Will the spindle get hot and damage my machine? NO .... The print-head assembly was specifically designed to keep the spindle cool to protect your bearings; typically under 50 degree C during printing (just warm to the touch, not hot at all). Your spindle gets much hotter when you are using it for milling. Tue, Sep 15 2015 2:32 pm EDT Will using my CNC for printing wear out my lead screws? With care, it shouldn't. We've run ours for hundreds of hours with no problems. We even run extremely long print jobs of over 40 hours. Typical print times are in the 20 minutes to 5 hours range. We keep our machines well oiled, which you should do anyway, so with proper care and maintenance you should be fine. Tue, Sep 15 2015 2:32 pm EDT ?  ""]"
41,41,['   ']
42,42,['   ']
43,43,['   ']
44,44,['   ']
45,45,['   ']
46,46,['   ']
47,47,['   ']
48,48,['   ']
49,49,['   ']
50,50,['   ']
51,51,['   ']
52,52,['   ']
53,53,['   ']
54,54,['   ']
55,55,['   ']
56,56,"["" What operating systems will the game be on? Will it be available on mobile? Consoles? The finished game will be available on Windows, Mac, and Linux. Android and iOS are a high possibility and I'm hoping I'll be able to look into porting the game to mobile devices when its ready for release. As for consoles, the engine I'm using currently doesn't support console porting so it'll be far into the future if MWDH comes to consoles. Wed, Jul 4 2018 8:51 pm EDT Will the game be available in other languages? The game is being written in English and will be released in English. I may look into translating the game into other languages (such as Spanish and French) after it is finished if there's enough interest so fingers crossed. Wed, Jul 4 2018 8:51 pm EDT How much will the full game cost upon release? Where will it be available for download? The DX version will be 15 USD when it's released! It'll be available on itch and Steam! Tue, Jul 10 2018 10:50 am EDT Does this game have adult content? What age rating is the game? MWDH is recommended for audiences of 14+ for swearing in some of the villains dialogue, blood, and violence. There is no sexual content in the game and romance does not go further than kissing. Tue, Jul 10 2018 10:50 am EDT Why is this character Free-To-play and the others Deluxe only? Sophie, Ethan, and Zacharie were picked to be the F2P characters because they're will be the easiest to pursue! All three of them already have interest in Val from the very beginning. It also is a nice balance, A girl, a boy, and an NB love interest! Tue, Jul 10 2018 10:50 am EDT ?  ""]"
57,57,['   ']
58,58,"[' Can a keyboard & mouse be used instead of a controller? The game currently does not support keyboard or mouse but it will by the time we ship. Fri, Feb 3 2017 8:50 pm EST How to Report Bugs We will be selecting a number of you to help us after this campaign. That means we’ll make the game available to you right away. Fraps allows you to take movies and screenshots while playing, which is important for us so we can understand what the issues is. This happens 100% of the time (unless the AI is calling a regular or Dirty Trick play) Tue, Feb 7 2017 9:58 pm EST How do I enter my steam code? Step 1: Launch Steam and Log in. If you don\'t have an existing Steam account, you will need to create one. Step 2: From the Steam Dashboard, click the ""Games"" tab at the top, then click the ""Activate a product on Steam..."" button at the bottom. Step 3: Enter your unique PROMOTIONAL CODE in the Product Code field. Sat, Feb 11 2017 3:45 pm EST Mu DualShock 4 Controller is not working on my PC? Look at this article to insure your DualShock 4 Controller will work on PC / Steam https://www.howtogeek.com/240152/how-to-use-a-playstation-4s-dualshock-4-controller-for-pc-gaming/ Sun, Feb 19 2017 8:02 am EST ?  ']"
59,59,['   ']
60,60,['   ']
61,61,['   ']
62,62,['   ']
63,63,['   ']
64,64,['   ']
65,65,['   ']
66,66,['   ']
67,67,['   ']
68,68,['   ']
69,69,['   ']
70,70,['   ']
71,71,['   ']
72,72,['   ']
73,73,['   ']
74,74,['   ']
75,75,['   ']
76,76,['   ']
77,77,"["" How many stories will the book have? Our current plan is for 18 stories of no more than 7,000 words. That's 126,000 words, so the size of a fairly hefty novel. Of that we hope that at least 6 stories will come from Bristol writers and at least 6 from Caribbean writers. As we are having open submissions, we hope the remaining stories will come from all over the world. We haven't specifically promised this in the project description because plans rarely survive contact with reality. We might get sent a really good 10,000 word story, or some great flash fiction. And finance-wise it is always hard to know what you'll be able to afford as different rewards have different costs so you don't know how much money you'll end up with. But it is what we are aiming for, and hopefully we'll get there. Mon, Oct 31 2016 1:06 pm EDT Where will the money go? By far the largest chunk of expenses in the budget is paying the authors. We plan to pay professional rates, which are 6c per word. You can do the math. After that he biggest bill will probably be printing the paper copies of the book, followed by Kickstarter fees. We also need to pay for a cover, and there are various other people who will be working on the book who need to be paid - Roz and Jo, for example. Cheryl does not get any money until the book makes a profit, which isn't going to happen as a result of the crowdfunding alone unless we go well over the base target. Mon, Oct 31 2016 1:20 pm EDT What is the deadline for submissions? Steady on, tiger, we haven't funded yet. Assuming we do fund, we'll have a planning meeting and set out the calendar for the production process. As we said above, we'd like to have the book ready for Worldcon in Helsinki. We'll open submissions once we have that all sorted. Mon, Oct 31 2016 1:20 pm EDT Aren't pirates awful people? Yes, most of them were. Privateers - men like Drake, Grenville and Woodes Rogers in his early career - were pretty nasty too, especially if you happened to be a Spanish treasure galleon. We are not expecting all of the stories to make pirates heroic. On the other hand, if you send us a story about brave pirates fighting against an evil empire we won't reject that out of hand either. Mon, Oct 31 2016 1:20 pm EDT Where did you get that hat? From the Pirate Supply Store in Valencia Street, San Francisco. Sadly they don't seem to stock that model any more, but they do sell lots of neat pirate gear. Mon, Oct 31 2016 1:20 pm EDT ?  ""]"
78,78,['   ']
79,79,['   ']
80,80,['   ']
81,81,['   ']
82,82,['   ']
83,83,['   ']
84,84,['   ']
85,85,['   ']
86,86,['   ']
87,87,['   ']
88,88,['   ']
89,89,['   ']
90,90,['   ']
