,index,faq
0,1000,['   ']
1,1001,['   ']
2,1002,['   ']
3,1003,"[' If I order a copy of this book but know two kids with birthdays that were affected by Social Distancing, do I need to buy two books to get each of their names in the book? Not only do you NOT need to buy two copies but for supporting us in any way, you can submit as many names as you would like to be put at the back of the covid-19 digital copy of the book. Fri, May 29 2020 11:07 pm EDT ?  ']"
4,1004,['   ']
5,1005,['   ']
6,1006,['   ']
7,1007,['   ']
8,1008,"[' How do I purchase more than 1 T-shirt? I might introduce more rewards of pair or quad Ts but at the moment, what you can do is to select a reward and increase the pledge amount accordingly. Say if you like 2 x Classic White T - KOPI (SGD 25) and 1 x Stylish Black T - KOPI (SGD 26), just select either one of these rewards and enter SGD 76 under the pledge amount. At my side, I will be able to see the total amount and I will get in touch with you to verify the quantity. Wed, Feb 15 2017 8:32 pm EST Why are the local terms (e.g. KOPI) in uppercase? Actually, this is related to design. I find these terms look nicer on a T-shirt in uppercase and I want to be consistent when referencing them. It also adds a certain ‘punch’ to it. Mon, Feb 27 2017 6:30 am EST The binary sequence and decoding table is confusing. Is there any help? Refer to https://maventechnologies.com.sg/project-kopi-and-teh for interactive controls that perform the mapping between numbers and orders. You can also find some explanations under https://www.kickstarter.com/projects/1442461534/explore-sg-coffee-and-tea/posts/1834493. Sat, Mar 18 2017 1:08 pm EDT ?  ']"
9,1009,['   ']
10,1010,['   ']
11,1011,['   ']
12,1012,['   ']
13,1013,['   ']
14,1014,['   ']
15,1015,['   ']
16,1016,['   ']
17,1017,"[' Are these files built for 3D printing? Yes Mon, Oct 5 2020 1:20 pm EDT ?  ']"
18,1018,['   ']
19,1019,['   ']
20,1020,"["" How do you win? When you're tipsy and having a blast with your friends. Isn't that how you win in life? Thu, Sep 17 2020 5:12 am EDT What should I do if I run out of alcohol? Go buy more alcohol. Thu, Sep 17 2020 5:25 am EDT Can I still play even if I don't drink alcohol? Yes! Milk is often a great alternative! Thu, Sep 17 2020 5:26 am EDT How do I get a Print and Play version? Thu, Sep 17 2020 5:26 am EDT What is I want to play with more than 10 people? Thu, Sep 17 2020 2:09 pm EDT ?  ""]"
21,1021,['   ']
22,1022,['   ']
23,1023,['   ']
24,1024,['   ']
25,1025,['   ']
26,1026,['   ']
