,index,faq
420,620,"["" Can we mix any amount of original blend and afternoon blend we want? In the 12 and 24 packs, you can mix and match amounts of each blend in multiples of 6.  So in a 12-pack, you can do 6 of each type or 12 of one type. In a 24-pack you can do 12 of each type, 24 of either type, or an 18 and 6 split as well. Thu, Sep 6 2018 8:21 am EDT Can I refer people to get free cold brew? Yep, you can grab your unique referral link below. If you back our kickstarter and your friends do too (using your link), you can receive rewards up to the amount you've pledged. https://canarycoldbrew.com/pages/ks-referrals Thu, Sep 6 2018 8:55 am EDT Are you fair trade and/or organic? Yep! Our beans are fair trade certified, and they are all organic as well. Thu, Sep 6 2018 8:23 am EDT Is this coffee ready-to-drink or should it be diluted? This is ready-to-drink cold brew, so you can enjoy it without further dilution. Feel free to add milk and such to your liking of course! Thu, Sep 6 2018 8:23 am EDT How should I consume Canary? We recommend cracking open a can, pouring over a nice glass of ice, and adding milk if you'd like. For maximum enjoyment, grab a Canary Cold Brew tumbler! :-) Thu, Sep 6 2018 8:23 am EDT What do you mean when you say it could save you hundreds of dollars each year? When you go to the usual spots for a cold brew, you will often have to pay between $4 and $5 a cup!  If you got just one cold brew each day, that would be at least $1,460 that you're spending on coffee each year, compared with Canary's price of between $2-3 for cup depending on which options you choose.  This is significant savings, upwards of $700 if you chose Canary each day instead. Not to mention you'd be receiving incredible quality cold brew delivered right to your door.  We're able to offer lower prices because are selling directly to consumer, without needing any middlemen increasing the cost. This is why we're so excited for Canary and hope you are too :) Thu, Sep 6 2018 8:23 am EDT ?  ""]"
421,621,['   ']
422,622,"["" When will more details be made available about the Artist's Series pieces? We will unveil them in the updates section on this page before the project comes to an end. All are Knoxville-centric, and are being crafted by unparalleled artists. We are extremely lucky to know such people. Mon, Feb 11 2013 8:40 pm EST ?  ""]"
423,623,"["" How do I reach you with questions about Alivia pajamas not answered in this FAQ? Send us a message here through Kickstarter, DM us on Instagram @aliviaofficial, or email us at hello@shopalivia.com. Regardless of channel, we'll respond to you right away. Ask anything! Thu, Oct 29 2020 7:17 pm EDT Why should I pre-order Alivia sleepwear? By pre-ordering, you’re the first to get your limited-edition Alivia pajamas—and at an exclusive pricing rate that will not be offered to others at retail. Additionally, our earliest supporters are integral ‘friends’ to the company and its founders, providing critical early feedback that drives future product decisions. Wed, Oct 28 2020 3:48 pm EDT When will I receive my order? The most important stages are complete—the collection designed, premium fabrics ordered, samples developed, fit optimized, and ethical factory partners on standby. As pledges come in, manufacturing begins. Our Alivia sleepwear will begin shipping to early customers in late-January 2021 and continue through February 2021. Wed, Oct 28 2020 3:48 pm EDT Can I give Alivia pajamas as a Holiday gift? While your Alivia sleepwear won’t arrive until Jan/Feb 2021, we know many early customers will want to share these incredible pajamas and impact with loved ones. So if you’re giving these items as a gift, we’ll send you a gift envelope including the artist bio, a reproduction of the original artwork, a thank you note for the 10% give-back to the nonprofit, and a premium photograph of the item itself. The emotional enjoyment of unpacking the envelope is a strong gift, followed by the pajamas a month later! Thu, Oct 29 2020 3:40 pm EDT When will I receive my Alivia gift envelope? If you’re ordering Alivia sleepwear as a Holiday gift, the items will arrive in Jan/Feb 2021. However, we’ll send you a gift envelope containing a packet of inserts about the item, the background story, and the impact made by December 5, 2020. Wed, Oct 28 2020 3:48 pm EDT Can I return my item if I don’t like it? If you don’t absolutely love your Alivia pajamas, we’ll give you a full refund within 30 days of receiving your item. Wed, Oct 28 2020 3:48 pm EDT Can I exchange for a different size? Proper fit is essential for joyous lounging. If the size you ordered doesn’t fit quite right, we’ll exchange for a different size within 30 days of receiving your item — depending on availability. Wed, Oct 28 2020 3:48 pm EDT What is the shipping policy? We’re proud to offer free shipping within the US. International shipping rates will be calculated at pledge checkout. Once you’re notified the product is ready, please allow 5-7 days to receive your item. Wed, Oct 28 2020 3:48 pm EDT How do I tell you which colors and sizes I want? After you make a pledge, we’ll send an email shortly (not right away, but in a few days) with a short survey asking for your preferred color/s and size/s, if you’d like adaptable enclosures, if you’d like to donate any of your items to Runway of Dreams, and if the item is a gift. Wed, Oct 28 2020 3:48 pm EDT What can I expect after making a pledge? You will receive a confirmation email directly after your purchase. Shortly following, you’ll receive a preference survey asking for your preferences in color, size, and more. If the item is a Holiday gift, you’ll soon receive a gift envelope in the mail. Afterwards, you’ll receive continued progress updates by email of your Alivia sleepwear throughout the Fall. And finally, you’ll receive shipment confirmation when your pajamas are ready—in your hands within 5-7 days from there! Wed, Oct 28 2020 3:48 pm EDT ?  ""]"
424,624,['   ']
425,625,['   ']
426,626,['   ']
427,627,['   ']
428,628,['   ']
429,629,['   ']
430,630,['   ']
431,631,['   ']
432,632,['   ']
433,633,['   ']
434,634,['   ']
435,635,['   ']
436,636,"["" What will the glass or t-shirt have on it? Will it be a Beau's logo? The rewards for this project will be branded in the name of the brewery in Rwanda, not Beau's! The brewery in Rwanda is not yet named, or branded, however which is why images are not available of these rewards. The name of the brewery will be established by owner of the brewery, Fina, and the branding will be done by designers in Rwanda as well. Wed, Oct 5 2016 11:24 pm EDT How come beer from the brewery is not offered as a reward? There are two reasons for this! One is that Kickstarter does not allow beer (or any other alcohol) to be offered as a reward. The second reason is that the brewery itself is not open yet, and the beer is currently in the recipe  development phase, and is not ready for sale yet. Mon, Nov 7 2016 1:24 pm EST What is the beer scene like in Rwanda right now? Will this be the first craft brewery? There is a strong market for beer in Rwanda, where it is a popular beverage. Beer is consumed in homes, and out at restaurants and pubs. There are no craft breweries currently operating in Rwanda. Comparable to Canada in the ‘80s or early ‘90s, beer styles are limited in Rwanda and unless it is homebrewed, beer in Rwanda is produced by foreign-owned companies (Heineken, and Skol). Mon, Nov 7 2016 1:28 pm EST Who will own the Rwanda Brewery? Fina Uwineza will be the initial owner, and she has intentions of opening up ownership to her brewmaster when hired, and potentially other key employees. Mon, Nov 7 2016 1:28 pm EST Is this a “sister” brewery to Beau’s? No. Beau’s (and the other partners) will have no ownership in Fina’s brewery, and will take no profit. Mon, Nov 7 2016 1:28 pm EST How many people will the brewery employ? We expect 5-15. It is anticipated that the bulk of the jobs created by this project will be agricultural (growing ingredients) and will impact rural communities. Mon, Nov 7 2016 1:28 pm EST Why is this project significant to the empowerment of women? Two decades after the Rwanda genocide, women have emerged as the country’s nation-builders as creators of jobs, driving forces behind the establishment of a vibrant private sector. Rwanda has recently been ranked the Best Place to be a Woman in Africa, according to the Global Gender Gap Report, and ranked 6th overall in the world in terms of closing gender gaps. It is also one of the most encouraging and supportive places to be a woman entrepreneur in Africa. Rwanda is highly progressive in seeing entrepreneurship as a key driver for transformation, economic development and business growth in its country, particularly for women. Mon, Nov 7 2016 1:28 pm EST What local brewing ingredients are currently being considered? The goal is to make tasty beer with as many local ingredients possible, so that the economic benefits of the Rwanda Brewery extend to the value chain. Possibilities include sorghum, millet, banana, coffee and cassava. There is more cassava available in Rwanda than is being harvested, and other African countries are using it in beer-making. Locally available spicings are also being studied, and we are looking at the feasibility of hop-growing in the region. Beer typically requires some barley malt or classic cereals, as it contributes important enzymes to beer. Areas that grow coffee are also suitable for growing malting barley, and some is currently being grown in Kenya – so we know it can be grown in Africa. Like cassava, barley is not a typical food source in Africa. There is even a possibility of spin-off economy to growing brewing ingredients in Rwanda for the rest of Africa. Mon, Nov 7 2016 1:28 pm EST What about drought and water supply? Drought is not uncommon in Rwanda – in the life of the Rwanda craft brewery, it will see good and bad weather, and needs to sustain itself through both. The team is looking towards brewing with some percentage of ingredients that are drought-resistant, such as sorghum and cassava. Making beer does consume water – but also produces an end product that is typically more than 90% water in content. We are lucky to have Christian Riemerschmid von der Heide from NSI on the consultation team, who, among his other skills, is an expert in water conservation issues in brewing. He notes that water supply issues are common in most part of Africa, and are typically either pollution or drought-based. He has seen models where breweries can be part of the solution, such as becoming a source of clean water, and supplying all employees with free clean drinking water to take home. We will be applying his expertise to this project. Mon, Nov 7 2016 1:28 pm EST What is Uwineza’s background? Fina Uwineza is one of the many women entrepreneurs blazing a trail of enterprise that is driving one of the African continent’s most gender-friendly economic development revolutions from Kigali, Rwanda. Rwandan-born, Fina fled with her family to neighbouring Burundi while a child of roughly 10 years old. She completed her College studies in Kenya taking Travel management, returning to Burundi to work for Transami Air Cargo. In 1992, she came to Canada where she has family and did a refresher tourism course at Algonquin College in Canada’s capital city of Ottawa. In 1998, Fina returned to Rwanda to live with her husband and three sons. She chose to apply her own global travel experiences, studies and work apprenticeships in the sector to start her own business as a restauranteur. She applied her tireless energy and innovative nature to a first-to-market concept bringing Chinese food to the city of Kigali. Launching the Flamingo Restaurant in 2000, Fina rapidly made a name for herself as the restaurant became the go-to place for tourists, foreign dignitaries, visiting corporate executives and local government leaders ready to taste the Asian cuisine. It quickly became a preferred venue for special occasions, business meals and a unique space for special events. One restaurant became two, making the Flamingo brand synonymous with international-class food and hospitality. Fina speaks in English, French, Kinyarwanda and Swahili. As a passionate and successful entrepreneur she is also ardently committed to continuing the strength and position of Rwanda as one of the top four African economies. Mon, Nov 7 2016 1:28 pm EST ?  ""]"
437,637,['   ']
438,638,['   ']
439,639,['   ']
440,640,['   ']
441,641,"["" Quando scalano i soldi dalla carta per il pagamento del pledge? I soldi per il finanziamento a Kickstarter verranno scalati tramite il metodo di pagamento selezionato alla fine della campagna, il 22 novembre. Il progetto ha raggiunto la quota minima per avere successo e il manuale fisico verrà stampato con copertina cartonata! Sun, Nov 1 2020 11:39 am EST Come faccio a sapere quanto ammontano le spese di spedizione? Per i Retail e le Associazioni sentiamoci direttamente a infogdr@etemenanki.it Sun, Nov 1 2020 11:51 am EST Quando sarà consegnato il materiale? Contiamo di poter consegnare tutto il materiale entro aprile 2021 Sun, Nov 1 2020 11:51 am EST Come posso supportare il progetto Etemenanki, Technofantasy Role Playing Game? Crea un account su Kickstarter: in alto a destra troverai la dicitura “Accedi”. Clicca lì e segui le istruzioni a schermo. Dovrai inserire il tuo nome, cognome, email, password. Seleziona un Pledge attraverso il pulsante apposito per poter scegliere quale kit preferisci. Puoi cambiare idea e scegliere un nuovo pledge in qualsiasi momento. Sun, Nov 1 2020 11:51 am EST Cose da ricordare e controllare prima della fine della campagna! Mancano solo poche ore alla fine dell'impresa! Circa 70 ore ci separano dalla fine della campagna di Etemenanki RPG su Kickstarter. Ci sono alcune cose da ricordare, e alcune da controllare prima della fine! E adesso, un ultima volta verso la breccia! Thu, Nov 19 2020 8:29 am EST ?  ""]"
442,642,['   ']
443,643,"[' Wann kann ich die Farbe, Größe und Stickmuster für mein CARTA T-Shirt auswählen? Nach dem erfolgreichen Abschluss unsere Kampagne, senden wir allen Unterstützern einen Fragebogen zu, in dem ihr Angaben zu eurem gewünschten CARTA T-Shirt machen könnt. Tue, Sep 1 2020 6:56 am EDT Ich komme nicht aus Deutschland, Österreich oder der Schweiz möchte aber dennoch ein CARTA T-Shirt. Was kann ich tun? Wir freuen uns über jede Unterstützung. Falls du uns außerhalb der DACH Region unterstützen möchtest, kannst du das nach erfolgreichem Abschluss der Kampagne in dem Fragebogen angeben und gemeinsam finden wir eine Lösung. Tue, Sep 1 2020 6:56 am EDT Ich möchte mehr als nur ein CARTA-T-Shirt bestellen oder mehrere Arten der Unterstützung auswählen. Wie mache ich das? Erstmal vielen Dank, dass du uns so stark unterstützt. Kickstarter ist kein Shop und leider kann man nur eine Art der Unterstützung auswählen. Falls du mehr als ein CARTA T-Shirt haben möchtest, kannst du so viele Bestellungen aufgeben wie verfügbar sind. Passe dafür einfach deine Zahlung an (z.B. 2 T-Shirts für 60€, 3 für 60€, etc.). In dem Fragebogen, den du nach erfolgreichem Abschluss der Kampagne erhältst, kannst du die Gesamtanzahl angeben und wir schauen, dass wir so wenig Pakete wie möglich nutzten. Falls du weitere Fragen hast schreib uns direkt an! Sun, Sep 6 2020 9:56 am EDT Ich habe eine Rechtschreib- oder Grammatikfehler gefunden! Wir bei CARTA sind aufgeregt, wie kleine Kinder und in der Eile des Gefechts kann es gut sein, dass uns kleine Fehler unterlaufen sind. Du kannst dich direkt über die Nachrichten oder info@cartclothing.de an uns wenden und all dein Feedbackback an uns senden. Wir sind dir dafür sehr dankbar. Wed, Sep 2 2020 10:15 am EDT Wie kann ich mir den grünen Stick bei der limitierten Edition vorstellen? Für deine unfassbare Unterstützung erhältst du eins von nur 100 CARTA T-Shirts mit einem grünen Stickmuster. Diese haben wir extra für die Kickstarter Kampagne entwickelt und sind ganz in dem CARTA Grün mit feinen Details gehalten. Tue, Sep 1 2020 6:56 am EDT Was bedeutet CARTA? Geschichten ziehen sich als roter Faden durch unsere Tätigkeiten und sind der emotionale Kern unseres Unternehmens. So verbirgt sich auch hinter CARTA einer der schönsten Liebesgeschichten, die zumindest wir je gehört haben. Jede Geschichte hat seine Zeit und diese bekommst du bald zu hören. Tue, Sep 1 2020 6:56 am EDT ?  ']"
444,644,['   ']
445,645,['   ']
446,646,['   ']
447,647,['   ']
448,648,['   ']
449,649,['   ']
450,650,['   ']
451,651,['   ']
452,652,['   ']
453,653,['   ']
454,654,['   ']
455,655,['   ']
456,656,['   ']
457,657,['   ']
458,658,['   ']
459,659,['   ']
460,660,"[' What is the sweatshirt made of? The sweat is a charcoal marl, Poly/Cotton combination Tue, Dec 18 2018 3:31 am EST ?  ']"
461,661,['   ']
462,662,['   ']
463,663,['   ']
464,664,['   ']
465,665,['   ']
466,666,"[' How long will it take to receive my items? We expect to have the books ready to ship by November 2020. Prints and rewards will be mailed around the same time. Thu, Jul 2 2020 4:14 pm EDT Why did I not have to include my address, and if I am buying multiple copies, can they be sent to different recipients? Once we meet our goal, a survey will be sent to you to garner your mailing information.  If you have bought several copies (thank you!) there will be a place for additional addresses and the books will be shipped from our distributor. Thu, Jul 2 2020 4:14 pm EDT If I choose a print reward, do I get to choose the print? Once we meet our goal, an email will be sent with a survey to request which print you would like. Selections will come from the images used in the post cards, and are limited to 25 copies available of each image – so don’t wait to make a selection! Thu, Jul 2 2020 4:14 pm EDT What if I am local and want to pick up the book? These books are part of a pre-order through which subscribers receive the book in advance of the general public and will be mailed directly from the distributor. Late in November the book will be available for purchase at local bookstores and online. Thu, Jul 2 2020 4:14 pm EDT What date is Mardi Gras in 2021? Aha! In the book you’ll discover that the date of Mardi Gras changes each year and is tied not only to Easter, but to the lunar phases. Mardi Gras Day is February 16, 2021 with the fun kicking off on Twelfth Night, January 6 – not even six months after the end of our Kickstarter campaign. Fingers crossed we’ll be able to celebrate together on the streets! Thu, Jul 2 2020 4:14 pm EDT How can order more than 2 books but less than 10? You can choose the ""double down"" option and increase your pledge by $37.50 for each additional book.  For instance, if you want 3 books, choose the ""double down"" option and pledge $112.50 ($75 + $37.50).  When we send the survey around at the end of the campaign, you can indicate the number of books that you pledged for, and we will send them to you! Fri, Jul 10 2020 12:49 pm EDT ?  ']"
467,667,['   ']
468,668,['   ']
469,669,['   ']
470,670,['   ']
471,671,['   ']
472,672,['   ']
473,673,['   ']
474,674,['   ']
475,675,['   ']
476,676,"[' What exactly does ""LINEN"" cards mean Linen card stock is a professional casino paper card stock. Air pockets are embossed onto the card surface to make them more durable and to provide better handling. Our M31 card stock comes with a black-core center layer to prevent light shining through your cards. These are definitely the pick if you are a serious card-game enthusiast. Think of the texture and smooth slick yet soft feel of shuffling a nice deck of playing cards, as opposed to the more common, card boardish feel of most game cards. Thu, Jun 18 2020 12:51 am EDT Does each player need there own deck to play? Nope! All you will ever need is ONE deck to play Bad Guy Nonsense. However you can easily play with double decks for a longer game. Thu, Jun 18 2020 1:01 am EDT How do I order different quantities of items than are listed here? You can pad your individual pledge to any amount covering the excess items. Just drop us a note stating what your additional items are and all will be accounted for in the pledge manager. Thu, Jun 18 2020 2:02 am EDT ?  ']"
477,677,['   ']
478,678,['   ']
479,679,['   ']
480,680,"[' How do I select kit design, colourway and size in my pledge? A detailed sizing and design/colour survey will be sent to all backers after the campaign ends to confirm pledges before shipping. At this point you will be able to select which designs, colourways and sizes you require. A size guide is now available from the main campaign page for reference. Fri, Jun 8 2018 9:36 am EDT How do I add individual items to my pledge? A few people have asked how to add individual items to an existing pledge to make up their own kit. eg. a Cap & Sock Bundle + extra Gilet. I\'ve created the Individual Item Pricelist on the campaign page to aid this process. Once you\'ve made your pledge, simply choose the item(s) you\'d like from this list and do the following: 1. Click the ""Manage your Pledge"" button. If you have not pledged yet it will say ""Back this Project"". 2. Increase the pledge in the ""Pledge Amount"" box by the total of the items you want to add. 3. A detailed sizing and design/colour survey will be sent to all backers after the campaign ends to confirm pledges before shipping. At this point you will be able to select which items in which designs, colourways and sizes you require. We just need the total amount pledged for now. If you haven\'t pledged yet and want to just make up your own kit outside the bundles, pick your item(s) from the pricelist and choose Pledge #1, pledging the total amount of all selected items. Fri, Jun 8 2018 6:06 am EDT How do I purchase just a cap/gilet/other single item? If you haven\'t pledged yet and want to just make up your own kit outside the bundles, pick your item(s) from the individual item pricelist on the Campaign page and choose Pledge #1, pledging the total amount of all selected items. Wed, Jun 20 2018 5:52 am EDT How do I adjust/increase my pledge? Wed, Jun 20 2018 5:52 am EDT Do the garments have UV Protection? Our friends in the Southern Hemisphere and those lucky enough to live in sunnier climes have asked if our kit has sun protection. Happy to confirm all jerseys and bibs are rated SPF 40+. Wed, Jun 20 2018 5:52 am EDT Is there a guarantee? Absolutely. First off, when you reserve your Victory Chimp kit on Kickstarter your card will not be charged immediately...You have until the campaign ends on 6 July to figure out whether it\'s right for you. If not, no worries! Also, we are offering our backers a 30-day returns guarantee on all kits once shipped. Wed, Jun 20 2018 5:52 am EDT Can I return/exchange my kit? We want to bring you cycling art and apparel that you love, so if for any reason you\'re not happy with your purchase, we\'ll put it right. A detailed sizing and design/colour survey will be sent after the campaign ends to confirm pledges before shipping, but if you receive your kit items and would prefer a different size, we will be more than happy to exchange as required. Wed, Jun 20 2018 5:52 am EDT ?  ']"
481,681,['   ']
482,682,['   ']
483,683,['   ']
484,684,"["" What makes Stargazers App so unique? Stargazers App is a unique mobile app that allows beginners and advanced users to control worldwide telescopes, contemplate the sky in a brand-new way, and to take and share live pictures of space. All this from anyplace, at any time and any local weather. Mon, Nov 6 2017 4:43 am EST How much will a steering session cost? Thu, Nov 9 2017 9:17 am EST Do the backers from Kickstarter have a rebate? Definitely yes! Every reward has between 30 to 40% rebate compare to regular prices. Thu, Nov 9 2017 9:23 am EST Does Stargazers App work on both iOS and Android? YES. Stargazers App will be compatible with both devices running on iOS 9+ and Android 5+ OS. Thu, Nov 9 2017 9:24 am EST When will Stargazers App be available through App Stores? We plan to launch Stargazers App on Apple App Store and Google Play by the end of the first quarter of 2018. Thu, Nov 9 2017 9:24 am EST Do you also plan other platforms for Stargazers App? Thu, Nov 9 2017 9:24 am EST What systems are required to install Stargazers App? We will announce availability for other platforms as soon they are available. Let's keep in touch. Thu, Nov 9 2017 9:24 am EST What are you waiting for to launch Stargazers App? Our software is under final development on iOS. We need to conduct final tests, port it to Android, and set up remote sites. We want each site to be fully equipped, calibrated, and tested to offer you the best experience. The installations are dependent on this Kickstarter campaign to help us build our chain of remote stations. Thu, Nov 9 2017 9:24 am EST Will there be a territorial limitation (countries) in the use of Stargazers App? NO. Any user having the right platform and an access to an Internet connection will be able to access our streaming and drive our telescope. Of course, this is subject to availability on your App store. Thu, Nov 9 2017 9:24 am EST Do you offer various plans with your solution? YES. Stargazers App has three different plans starting at $2.99 (price subject to change without notice). Thu, Nov 9 2017 9:24 am EST What languages does Stargazers App support? At launch, Stargazers App support English, French, Portuguese, Spanish, and German. We plan to add Dutch, Italian, Japanese, Korean, Vietnamese, Arabic, Hebrew, Russian, Ukrainian, Swedish, Catalan, and other requested languages. Thu, Nov 9 2017 9:24 am EST Do you offer any warranty or refund policy? YES. If you encounter any problems, due to our solution or weather during your steering session, you will be able to book another session at no additional charge. Thu, Nov 9 2017 9:24 am EST How can I contact Stargazers.Space? Thu, Nov 9 2017 9:24 am EST How to book a steering session? You can dispatch your credits at your will. For instance, if you have 4 credits you can select one site and book one hour (4 adjacent credits), or you can book 2 credits one day and 2 other credits another day on another site or any combination you can imagine. Please take a look at the booking video on the news section for a demonstration. Thu, Nov 9 2017 9:24 am EST ?  ""]"
485,685,['   ']
486,686,['   ']
487,687,['   ']
488,688,['   ']
489,689,['   ']
490,690,['   ']
491,691,['   ']
492,692,['   ']
493,693,['   ']
494,694,['   ']
495,695,['   ']
496,696,"[' How do the Add-On Rewards work? The add-on rewards allow you to customise your reward to receive any combination that you want. Once you have decided what garments you would like you can select the reward that works best. Here are a few examples of how this could work: If you want 1x Nomad Crew and 2x Kailash ¼ Zip then you would select the Nomad Crew reward NZ$135, and then add on NZ$250 (NZ$125 each) for the two extra Kailash ¼ Zip garments. This would bring your total to NZ$385, which you will need to manually adjust. If you want 2x Namtso Tee, 1x Nomad Crew, and 1x Kailash ¼ Zip, then the cheapest option is the Complete Kit Bundle + an add-on Namtso Tee. This means you would select The Complete Kit option for NZ$310, and then add-on NZ$80 for another Namtso Tee. You would need to manually adjust the total to be NZ$390. Sun, Nov 13 2016 7:32 pm EST How will you know what garments I want? We will send you an email once the campaign is over to confirm what garments you want. We will also be asking for the sizes that you want at the same time. Sun, Nov 13 2016 7:32 pm EST How do I select my size? It is best to measure yourself to make certain about the size. You don’t need to worry about selecting your size at the moment, as we will email you once the campaign is over to confirm what sizes you want. If you select the wrong size, we will be more than happy to exchange it for a different size. Sun, Nov 13 2016 7:32 pm EST Are they machine washable? Yes, although as with all wool products, they should be only washed on a gentle wool wash. All of our products come with clear washing and care instructions. Sun, Nov 13 2016 7:32 pm EST Are there any other colors available? At the moment there is only one color available. Sun, Nov 13 2016 7:32 pm EST Do you accept returns or exchanges? Yes we accept a return or exchange for any reason within 30 days of delivery. Sun, Nov 13 2016 7:32 pm EST ?  ']"
497,697,['   ']
498,698,['   ']
499,699,['   ']
500,700,['   ']
501,701,"[' Is there any relation between Geode Gaming and BoardGameTables.com? No, Geode Gaming is not related to BoardGameTables.com, though Chad and the team there have been very supportive of this project. Wed, Jun 17 2020 12:32 am EDT Does the Jasper Side Table still support its 15 pound rating when using these Side Table Mounts? Yes, using our Side Table Mount, your Jasper Side Table will maintain its 15 pound load rating.  As always, when in use, the load should be distributed across the Side Table, and do not use the Side Table as an arm rest. Wed, Jun 17 2020 12:34 am EDT Can these be used with the Duchess Cup Holders? Unfortunately no, you cannot mount the Duchess cup holders using these mounts.  You are however, able to add these mounts to your Duchess table to be able to mount Jasper accessories, including the Jasper Cup Holder, Wine Glass Holder, and Side Table, onto your Duchess. Wed, Jun 17 2020 12:44 pm EDT Can I mount more than 1 cup holder in the corner of the table? Fri, Jun 19 2020 4:36 pm EDT How long are the mounts offered in this campaign? The Side Shelf Mount is 230 mm in length, and the Cup Holder Mount is 120 mm in length. Sat, Jun 20 2020 11:37 pm EDT ?  ']"
502,702,['   ']
503,703,['   ']
504,704,['   ']
505,705,['   ']
506,706,['   ']
507,707,['   ']
508,708,"[' Kommer spelet komma lagom till jul? Det är min målsättning, men eftersom det är många faktorer som spelar in (produktion, tull, postnord) vågar jag inte lova något. Men jag ska göra mitt yttersta! Om spelet inte skulle komma i tid tills dess lovar jag att ordna en passande överraskning som kompensation. Thu, Oct 1 2020 7:31 am EDT Hur ser könsfördelningen ut i spelet? Det korta svaret är: inte så bra. Vilket i stort beror på att samhället såg ut som det gjorde, 1600-talet var inte precis genuscertifierat. Samtidigt bör man vara medveten om att man i samtiden och historieskrivningen också förbisett kvinnor och deras bidrag till samhället. Jag har varit mån om att lyfta fram vissa kvinnor som inte varit med i äldre historieskrivning, till exempel Eva Ekeblad, Artemisia Gentileschi och Ada Lovelace. Sammantaget består spelet av 20% kvinnor. Vill du veta mer precist om urvalet är du välkommen att skicka ett meddelande så berättar jag mer! Wed, Sep 30 2020 4:58 am EDT För vilken ålder passar spelet? Det går att använda korten och spela ""finns-i-sjön"" för de yngre. Men för att spela utefter originalreglerna passar det från mellanstadiet och uppåt. Thu, Oct 1 2020 7:31 am EDT När dras pengarna från kontot? Bra fråga! Pengarna dras från ditt konto strax efter att kampanjen avslutats. Det vill säga efter den 25 oktober. Så det går alltså utmärkt att kickstarta nu direkt, inga pengar dras förrän kampanjen är slut. Thu, Oct 1 2020 8:02 am EDT ?  ']"
509,709,['   ']
510,710,"[' Is Blabel replayable? Won’t we learn the languages after a few games? Blabel is highly replayable! You can choose different dictionary covers, backs, or flip the language cards. With any of these actions, the meaning of the words change completely. Even if you play with the same languages, “vakat” could mean “glass” in one game, and “door” in the next one. And if that’s not enough, you just pick a different language pack, which features completely different words! So basically, each game you’ll start without any previous knowledge of what words mean. Fri, Oct 2 2020 1:29 am EDT How and when will I be charged for shipping? After the campaign ends, we’ll gather the shipping information, calculate and optimize the shipping costs, and send you an email with the detailed instructions. We’ll be using GameFound as a pledge manager to provide a very simple experience, where you’ll be able to pay for the shipping costs. We hope this will happen during November. Thu, Oct 1 2020 12:01 pm EDT When will I receive the game? We estimate that we’ll be able to send the games by March 2021. Hopefully, it’ll be a bit sooner, but in these crazy times we don’t want to be too optimistic with the timeline. Thu, Oct 1 2020 12:01 pm EDT ?  ']"
511,711,['   ']
512,712,['   ']
513,713,['   ']
514,714,"["" What’s the purpose for small amount of trail product manufacturing before go KICKSTARTER? Wed, Aug 21 2019 11:13 am EDT Why we prefer to collect shipping fee after the campaign? In doing so we can help backers avoid to pay extra fee or commission to third party, and since each backer’s mailing cost is different and sometimes the discrepancy is very huge among different regions, it would be much fair to collect the shipping fee based on each individual address. Wed, Aug 21 2019 11:13 am EDT Why we pick DHL as our designated courier partner? It’s because we’ve cooperated beforehand, although they charge higher ,they’re way more reliable, can provide tracking number faster, and remember battery charger is regarded as dangerous goods and need further custom procedure, therefore, a good courier company is very important. Wed, Aug 21 2019 11:14 am EDT Can I buy the product stand if it can't reach the stretch goal ? Fri, Aug 30 2019 4:26 am EDT Can AirAlly charging Airpods without the top cap? Yes it can. The cap is simply for protection and aesthetic reason. Fri, Aug 30 2019 5:41 am EDT Where is AirAlly’s on/off button and the indication light? Fri, Aug 30 2019 5:41 am EDT Can AirAlly top cap has a hinge to connect with the main body? This is the most ideal way to contain Airpods, isn’t it? However, for an extreme minimal body shape design, we cannot crack this out, and finally decided that, the existing version is so far the best balance between form and function. Fri, Aug 30 2019 5:41 am EDT ?  ""]"
515,715,['   ']
516,716,"[' Do I have to pay for shipping? We cover all shipping cost and taxes for customers based in the US and EU. In this case the EU is defined as members of the European Union. If you have been charged the €15 wrongly please change your pledge to earlybird#1 (2.0) or send us a message and we will reimburse it in full. Sat, Jan 7 2017 9:19 am EST What forms of payment can I use to make a pledge? You can use a debit or credit card associated with Visa, Discover, MasterCard, or American Express. Discover is currently only accepted for US-based projects. If using a pre-paid credit card, please make sure that the card has a value of at least $1 more than your pledge amount. Kickstarter does not currently accept Maestro or Visa Electron cards. An alternative could be to create a prepaid virtual card. It can be used anywhere and only takes 3 minutes: http://www.mywirecard.com/en/mastercard.html Sat, Jan 7 2017 9:18 am EST Is regular fit possible on all pledges with a shirt? We made a mistake with filling in the rewards and we are sorry for the misunderstanding. Regular fit is possible on all pledges that contains a shirt. Sat, Jan 7 2017 9:18 am EST What kind of cotton do you use? Double-threaded with 2% lycra. Sun, Jan 8 2017 6:25 am EST ?  ']"
517,717,['   ']
