,index,num_faq
152,1652,0
153,1653,0
154,1654,0
155,1655,0
156,1656,1
157,1657,0
158,1658,0
159,1659,0
160,1660,0
161,1661,0
162,1662,0
163,1663,0
164,1664,0
165,1665,0
166,1666,0
167,1667,12
168,1668,14
169,1669,0
170,1670,0
171,1671,1
172,1672,0
173,1673,0
174,1674,0
175,1675,0
176,1676,0
177,1677,3
178,1678,0
179,1679,0
180,1680,0
181,1681,0
182,1682,0
183,1683,0
184,1684,3
185,1685,0
186,1686,0
187,1687,2
188,1688,0
189,1689,0
190,1690,0
191,1691,0
192,1692,0
193,1693,0
194,1694,0
195,1695,5
196,1696,12
197,1697,0
198,1698,0
199,1699,0
200,1700,0
201,1701,0
202,1702,0
203,1703,0
204,1704,0
205,1705,0
206,1706,0
207,1707,0
208,1708,0
209,1709,0
210,1710,0
211,1711,0
212,1712,0
213,1713,3
214,1714,7
215,1715,3
216,1716,0
217,1717,0
218,1718,0
219,1719,0
220,1720,9
221,1721,5
222,1722,0
223,1723,1
224,1724,0
225,1725,0
226,1726,0
227,1727,2
228,1728,0
229,1729,0
230,1730,0
231,1731,0
232,1732,0
233,1733,0
234,1734,0
235,1735,0
236,1736,0
237,1737,3
238,1738,0
239,1739,0
240,1740,0
241,1741,0
242,1742,0
243,1743,0
244,1744,0
245,1745,0
246,1746,0
247,1747,0
248,1748,5
249,1749,0
250,1750,0
251,1751,0
252,1752,8
253,1753,0
254,1754,0
255,1755,0
256,1756,0
257,1757,4
258,1758,0
259,1759,0
260,1760,0
261,1761,0
262,1762,0
263,1763,0
264,1764,0
265,1765,0
266,1766,0
267,1767,0
268,1768,0
269,1769,0
270,1770,0
271,1771,0
272,1772,0
273,1773,0
274,1774,0
275,1775,0
276,1776,0
277,1777,0
278,1778,0
279,1779,0
280,1780,0
281,1781,0
282,1782,0
283,1783,0
284,1784,0
285,1785,0
286,1786,0
287,1787,0
288,1788,6
289,1789,0
290,1790,0
291,1791,4
292,1792,0
293,1793,0
294,1794,0
295,1795,0
296,1796,0
297,1797,7
298,1798,0
299,1799,0
300,1800,0
301,1801,4
302,1802,0
303,1803,0
304,1804,0
305,1805,0
306,1806,0
307,1807,0
308,1808,0
309,1809,0
310,1810,0
311,1811,0
312,1812,0
313,1813,0
314,1814,0
315,1815,0
316,1816,3
317,1817,0
318,1818,0
319,1819,0
320,1820,0
321,1821,13
322,1822,0
323,1823,0
324,1824,0
325,1825,0
326,1826,0
327,1827,0
328,1828,0
329,1829,0
330,1830,0
331,1831,0
332,1832,0
333,1833,3
334,1834,6
335,1835,0
336,1836,0
337,1837,0
338,1838,0
339,1839,0
340,1840,0
341,1841,0
342,1842,0
343,1843,0
344,1844,6
345,1845,0
346,1846,1
347,1847,0
348,1848,0
349,1849,0
350,1850,2
351,1851,0
352,1852,0
353,1853,0
354,1854,0
355,1855,0
356,1856,0
357,1857,0
358,1858,1
359,1859,0
360,1860,0
361,1861,0
362,1862,0
363,1863,0
364,1864,0
365,1865,0
366,1866,0
367,1867,0
368,1868,0
369,1869,2
370,1870,0
371,1871,0
372,1872,0
373,1873,0
374,1874,0
375,1875,0
376,1876,0
377,1877,0
378,1878,0
379,1879,0
380,1880,0
381,1881,0
382,1882,0
383,1883,4
384,1884,0
385,1885,0
386,1886,0
387,1887,0
388,1888,7
389,1889,0
390,1890,0
391,1891,0
392,1892,0
393,1893,0
394,1894,7
395,1895,0
396,1896,0
397,1897,0
398,1898,0
399,1899,6
400,1900,0
401,1901,0
402,1902,0
403,1903,0
404,1904,0
405,1905,0
406,1906,0
407,1907,0
408,1908,0
409,1909,0
410,1910,0
411,1911,0
412,1912,4
413,1913,0
414,1914,0
415,1915,14
416,1916,0
417,1917,26
418,1918,0
419,1919,0
420,1920,0
421,1921,0
422,1922,0
423,1923,0
424,1924,0
425,1925,0
426,1926,0
427,1927,0
428,1928,0
429,1929,0
430,1930,0
431,1931,0
432,1932,0
433,1933,0
434,1934,1
435,1935,0
436,1936,0
437,1937,0
438,1938,0
439,1939,0
440,1940,1
441,1941,7
442,1942,0
443,1943,0
444,1944,4
445,1945,0
446,1946,0
447,1947,0
448,1948,0
449,1949,0
450,1950,0
451,1951,0
452,1952,0
453,1953,0
454,1954,0
455,1955,0
456,1956,0
457,1957,0
458,1958,0
459,1959,0
460,1960,0
461,1961,0
462,1962,0
463,1963,0
464,1964,0
465,1965,0
466,1966,10
467,1967,0
468,1968,0
469,1969,0
470,1970,0
471,1971,0
472,1972,0
473,1973,0
474,1974,0
475,1975,0
476,1976,12
477,1977,0
478,1978,0
479,1979,0
480,1980,0
481,1981,0
482,1982,0
483,1983,0
484,1984,0
485,1985,0
486,1986,0
487,1987,0
488,1988,0
489,1989,12
490,1990,0
491,1991,0
492,1992,0
493,1993,0
494,1994,0
495,1995,0
496,1996,0
497,1997,0
498,1998,2
499,1999,0
