,id,comments,n_comments
200,1063831694,"Only backers can post comments. Log in
Bambi Lewis
over 7 years ago
Beautiful snowflakes, Lysette! I've never seen anything like them and recall seeing several hanging in our appartment, almost like a mobil......I can't wait to get mine. Will definitely buy more!",1
201,224613880,"Only backers can post comments. Log in
Richard Farrow
over 1 year ago
Well done, can't wait to see the finished work.",1
202,533822477,"Only backers can post comments. Log in
No comments yet.",0
203,14197088,"Only backers can post comments. Log in
No comments yet.",0
204,1997143605,"Only backers can post comments. Log in
No comments yet.",0
205,1994676221,"Only backers can post comments. Log in
No comments yet.",0
206,1249729140,"Only backers can post comments. Log in
Parker Knowles
almost 6 years ago
A project so ambitious and passionate is not easy to finance. This documentary absolutely fills both of those categories. Give the trailer a watch - or three - and get a peek at just how beautiful this film is in both essence and execution. If it moved you, please fund my friends; they dedicate hours of their day, nearly every day, just to make others happy. More importantly, contribute to Adrian's story. A donation of any size would mean the world to him.
Just three days to go - it's up to you to make this a reality. I'm hopeful. Spare yourself a few trips to the coffee shop and spread some love instead.
Glo Babcock
almost 6 years ago
I absolutely love this project , got do many reasons . It needs to be done to share with the world! Courage,integrity and fortitude .",2
207,2130531067,"Only backers can post comments. Log in
Sebastian LevensonSuperbacker
5 months ago
Miles anything at all?
Showing 3 of 4 replies
Load previous replies
Sebastian LevensonSuperbacker
5 months ago
Miles I’m sorry I’m a bit confused, why does this Kickstarter only come to me if the other Kickstarter is successful? I’ve backed all your stuff before and have never been disappointed with your work but the way you’ve approached this Kickstarter is honesty disheartening.
Miles GrebCreator
5 months ago
Do not worry that is not what is happening - Puc the Artist is going to be printed no matter what. I am not sure if you read the digital copy I released, but it's a huge chunk of the story, there is a ton of work done on this book. After we made the call to make it more then 66 pages, it was going to take a bit more time to get done. This year has been crazy for me, and I am sure many, and when it getting around time to print the book it became clearly to me it was going to save me a ton of money and hassle to print it at the same time as ATGR. That does not mean it only gets printed if ATGR does well. I will still print it if it should fail. It's just with not being able to work, and there not being comic cons I have very little income this year. Saving around $3000 printing them together is something I just have to do if I can. I understand it makes the wait longer, and that sucks. I want the book out too, Garret and I are dying to share this story. But please don't worry, you will get your book and you will be getting way more pages then you paid for I promise
Sebastian LevensonSuperbacker
5 months ago
Okay Miles, I appreciate you taking the time to send me all this. I honestly feel much better about this now - love your work and you always have a supporter in me so look forward to finally seeing it in hand. Have a nice night
Sebastian LevensonSuperbacker
9 months ago
Miles, I think it's more than fair to say we have been very patient with any updates. I believe at this point, we are more than entitled to some sort of progress news for the comic. Again, anything you could let us know about would mean a lot.
Thank you, and hope you are well
John NacinovichSuperbacker
10 months ago
Any updates to share?
Sebastian LevensonSuperbacker
10 months ago
Hi Miles, wanted to circle back again. Are there any updates?
Hope you're doing well with everything going on
Sebastian LevensonSuperbacker
12 months ago
Morning Miles,
Hope you're doing well with everything going on right now.
Circling back on this, any update at all would be appreciated
Sebastian LevensonSuperbacker
about 1 year ago
Hi Miles,
Just checking in, I'm sure everyone would like a small update. Even a minor one would help us feel a bit better
John NacinovichSuperbacker
about 1 year ago
Any news about the project that you care to share?
John NacinovichSuperbacker
over 1 year ago
Any updates you can share about the project?
Aaron Zsoldos & Emely PulSuperbacker
over 1 year ago
Update please!
Janeace Liles
over 1 year ago
Just wanted to check on the status for this and potential delivery timeframe.
Thank you!
Sebastian LevensonSuperbacker
over 1 year ago
Hey Miles,
Hope all is well with the project - was wondering about the deliveries and if you think June is still in the time frame (I think that was the set delivery time?). So looking forward to it!
Bart KuiperSuperbacker
over 2 years ago
can't believe we didn't make the strechgoals to make it 122 pages.......
I thought it was gonna be easy. Real shame.
Miles GrebCreator
over 2 years ago
Yeah would have been nice. Thank you for believing in the project though. Maybe if people really enjoy the start of the story, we can hit that next time and make a really big book!",17
208,1830687713,"Only backers can post comments. Log in
No comments yet.",0
209,1866731797,"Only backers can post comments. Log in
Kriston Zeigler
over 1 year ago
Oh wait, I was mistaken on my perks. Ignore me.
Kriston Zeigler
over 1 year ago
I just realized that I backed this years ago and never received any of the perks I paid for. Damn.
Stuart Denyer
over 2 years ago
It's fascinating to go back through Kickstarters that didn't quite pan out, although at least this one got made.
Another backer who never got the DVD -- but did catch it on Netflix, and this has reminded me to download a copy. Can live with that. Thought it was a decent, eclectic watch that covered some of the history I wasn't expecting.
Michelle Nicole
almost 3 years ago
Hi there - I still haven't gotten my reward either
Marius Fagerholt Haavseth
over 3 years ago
Still waiting for patch and DVD....
Andreas
almost 4 years ago
Hi, I'm a 35 CA$ Backer, did not get anything of the pledge until now, wrote 2 Mails to you (and got 2 replys (we were busy bla blah...)), found the digital Edition for 24$ at amazon.com. Guys... really. Are you kidding me? I'm really anoyed about this situation. But wait, here's my suggestion: Take my money and don't send me anything. This campaign is realy a mess. Would I have known this, I had spend the money to my two kids as out-of-band pocket money.
Martin Eriksson
about 4 years ago
Hi! I have received the digital download, thanks! But I'm still waiting for my reward (Book + DVD) and haven't received any info about it being sent. Any news?
Matt Goble
about 4 years ago
Still waiting for the DVD in the UK - A little disappointing that a Blu-ray is available to everyone for less than I pledged for the DVD.
Simon ESBÉ Bergeron
about 4 years ago
Hello, I've been wondering if my pledge was sent? I have no idea what happened and had the time to buy the blu-ray on Amazon and receive it and still nothing from my pledge (t-shirt and DVD)... Not complaining, just wondering where things are at this point?
Aaron Mutter
over 4 years ago
OK, first off, I'd like to give these guys an apology, was not aware of what was occurring in their lives when last i posted, the makers of this have clarified and answered any and all questions i had dealing with backing and so far. That being said, i want to give congrats to the new daddy on the ghost heads team. As well, had i known about this i never even would have inquired or been angry. I'm sure my stuff is enroute and I'll soon be able to share pics
Many thanks guys and i hope i didn't ruin any of your days with my tirade. We all have been burned on kickstarter before, but thankfully not in this case. , Aaron'the Rookie' Mutter
Ken Mennell
over 4 years ago
Received mine today - Toledo OH =)
Joseph PhilipsSuperbacker
over 4 years ago
I got my DVD. I can't wait to watch it. :)
Jay ""You never even had a Slinky?"" RossSuperbacker
over 4 years ago
Can we please have an official update?
frankie smales
over 4 years ago
I got my copy of the documentary I was so excited of receiving
it and I will treasure forever .
Frankie Holtzmann Smales
Winston KouSuperbacker
over 4 years ago
Hi,
I was 1 of 7 backers for the limited autograph license plate. Did anyone received theirs? Thanks
Marius Fagerholt Haavseth
over 4 years ago
I backed this Project through both Indiegogo and Kickstarter. On Indiegogo I backed for a digital download and a patch, and here for the DVD (although I would've preferred a blu-ray, had that been an option).
Read further Down that patches would be recieved in October.
I am still waiting for all my ""perks"" from pledging...
casey johnson
over 4 years ago
You'd think they'd post here telling us that.
Dustin Kiehnau
over 4 years ago
Spoke with Brendan, evidently they are behind schedule but still fulfilling rewards.
Dustin Kiehnau
over 4 years ago
Apparently I'm not the only one that hasn't received their copy. Great. Where's my refund???
Aaron Mutter
over 4 years ago
HMM ok fellow backers that have received nothing please feel free to contact me at my FB page and I think I know what our next option is going to be, and I am not happy about it, but I also feel no choice was left. I am very disappointed in the lack of communication involved
Aaron Mutter
over 4 years ago
Guys, I am moving from my address this Tuesday without a clue how to update my address, but from the comments I see here, I kind of am getting very cross with whats is happening, and have never received anything, seriously I have been more than patient so contact me please.
Dave Shiffler
over 4 years ago
Any kind of update would be great at this point... Starting to feel a bit forgotten. Love you guys and the movie, but seriously we would have liked our stuff before seeing it on Netflix, let alone Amazon. I mean I did not even bother looking into my digital download since I have Netflix. I also would have signed up for Blu-ray if we would have known that format was going to be available. Just let us know what the status is. Please.
Damon E. Breland
over 4 years ago
What a rip off. Everyone on the street can order a Blu Ray copy but the backers still haven't received anything! Note to self never support Kickstarter again.
Jonathan Maldonado
over 4 years ago
Hey guys! Congrats on the award win and the DVD release!
Looking forward to getting the patch so I can spread the word!
Ken Mennell
over 4 years ago
Thanks for the update. Carry on. I look forward to the DVDs when shipped.
Showing 25 of 79 comments
Load more",79
