,id,comments,n_comments
100,1450224358,"Only backers can post comments. Log in
No comments yet.",0
101,929281757,"Only backers can post comments. Log in
Ned FreedSuperbacker
over 4 years ago
In case anyone is interested, I have added support to the Arduino Nano firmware for GPS and automatic daylight savings time transitions. A fork of the code with the necessary changes is available at:
https://github.com/NedFreed/TFWordclock
The hardware mod necessary is quite simple: Attach a GPS module's Rx/Tx lines to digital I/O pins D4 and D5. With the new firmware in place the GPS will be detected and used automatically. The one second blinking LED is used as an indicator that the GPS is present and working: It now blinks in response to GPS data. (It's also a lot more accurate now...)
The time zone offset and daylight savings time rules are all built in at compile time. A modified version of the time zone dump utility zdump is provided which can be used to dump the zone information in the correct format from any computer that has the necessary zone files.
Comments are welcome.
Chris Mazza
over 4 years ago
Just received my fully built world clock. Looks and works well. Texas, USA
Anthony Clarke
over 4 years ago
Arrived Sydney, Australia... project for weekend :)
Tom Hancock
almost 5 years ago
Arrived and assembled. will test tonight :)
Stefan Misch
almost 5 years ago
I just wanted to let you know that the package arrived today in Berlin. :-)
David M SaulCreator
almost 5 years ago
Alex,
I am looking at this currently there are a couple of people who have offered to design enclosures, so I am waiting to see what they come up with there is also a third option I need to get back a supplier who does small runs of custom design, now I the final boards.
Alex
almost 5 years ago
Hello David,
Got my kit. All assembled and works just fine. I wonder if you were thinking about making a group order for a 3D printed case? Maybe you have one already developed?
Thanks
Alex
nick liversidge
almost 5 years ago
Hi David
Must just be me. Tried again to no avail. Also tried it on a different device. Would you have any suggestions?
Thanks
Nick
David M SaulCreator
almost 5 years ago
Nick,
Nick, It could be some temporary problem with Kickstarter, others have been able to respond ok. Suggest you try again later
David
nick liversidge
almost 5 years ago
Got my survey email today. Hurrah! When I press the respond now button nothing happens. Is it just me?
Anthony Clarke
almost 5 years ago
Just joined �
Any way of ""ordering"" an extra PCB?
Steve Todd
about 5 years ago
Silly question, but as we seem to have stalled at around the £1800 mark, shouldn't @creator be doing something to drum up interest on the tech sites?",13
102,77987340,"Only backers can post comments. Log in
No comments yet.",0
103,937135395,"Only backers can post comments. Log in
No comments yet.",0
104,2021330096,"Only backers can post comments. Log in
No comments yet.",0
105,2051110684,"Only backers can post comments. Log in
No comments yet.",0
106,1200921115,"Only backers can post comments. Log in
No comments yet.",0
107,604930825,"Only backers can post comments. Log in
No comments yet.",0
108,1358997817,"Only backers can post comments. Log in
No comments yet.",0
109,1886852477,"Only backers can post comments. Log in
Tom
over 2 years ago
A worthy cause indeed. Good luck!",1
110,1712227037,"Only backers can post comments. Log in
No comments yet.",0
111,1901077195,"Only backers can post comments. Log in
Odin's CourtCreator
over 7 years ago
Thanks, Nina! Sound of Thunder rocks! \m/
Nina Osegueda
over 7 years ago
Good luck, guys!! The Thunder is in your corner!",2
112,87984212,"Only backers can post comments. Log in
Carla HarnellCreator
about 5 years ago
Thanks for our project, please help us get on the 0 mark and building to that goal....29 goes in the blink of an eye or maybe two (wink) ��☕️�",1
