,id,comments,n_comments
400,566021765,"Only backers can post comments. Log in
No comments yet.",0
401,1403895242,"Only backers can post comments. Log in
Shaun Dabney
over 5 years ago
I admire you for having a dream, pursuing it and making it happen. Keeping the dream going. Your brother Shaun.",1
402,2052293724,"Only backers can post comments. Log in
Margo
over 2 years ago
You are a remarkable filmmaker and hope you have great success in your career.
Ryan Thomas Fajdetich
over 2 years ago
Seems like a great project!!! Excited to see this!!!",2
403,745808901,"Only backers can post comments. Log in
No comments yet.",0
404,383244886,"Only backers can post comments. Log in
Chris
over 5 years ago
So how's it coming?
Chris
over 5 years ago
""One is the loneliest number that you'll ever do
Two can be as bad as one
It's the loneliest number since the number one""",2
405,442519398,"Only backers can post comments. Log in
Lise Friedman and Maia WechslerCreator
about 1 month ago
Dear Friends,
Thanks for letting us know you didn't have a chance to see the film. We've contacted each of you separately and supplied a link.
All our best,
Maia and Lise
Scott
about 1 month ago
I never received the e-mail with a link to get the film, is it still available?
Erich CranorSuperbacker
6 months ago
Well it's nice to see that we eventually did get the chance to the see movie, in theory--but it really sucks that it was a limited window. I wasn't exactly on the edge of my seat so many months later so it was easy to miss that one email.
Chris Bartley
over 1 year ago
Got the link today, thanks! But the link expires on Sep 30th? Is there a way to download the film since general life chaos will probably prevent me from actually watching it within the next 11 days? :-)
Roy Carlson
over 1 year ago
Are we going to receive a link soon?
Lise Friedman and Maia WechslerCreator
over 2 years ago
Soon! And thank you for checking in with us!
Scott
over 2 years ago
Thanks! I'm keen to watch this with my wife, she dances, and I'm a fan of the form.
Scott
over 2 years ago
When will the digital download be available?
Lise Friedman and Maia WechslerCreator
about 3 years ago
Thank you, Jude! for your wishes and thoughts about the film. And thank you for sending the project out to your community! As you so articulately express, we do hope the film gives viewers an ""in"" to dance, an access point, a sense of familiarity. We're indebted for your support!
Jude Ray
about 3 years ago
Congrats Maia and Lise on reaching your goal. So excited to see the film and hope others too join me in getting to all your ""reach goals""! As an ex-dancer, career documentary filmmaker and longtime Gyrotonic teacher myself, I know in my bones, heart and gut that powerful filmmaking can demystify movement. Your film has the potential to help people who don't ""understand"" or who feel inhibited, even afraid of moving, see and viscerally ""get"" what it means to break down movement and (right up my alley therefore) motivates learning too! Baryshnikov's thoughts feel so pertinent in this regard. Wishing you tons o'luck. Oh, btw, I shared your KS with the Gyrotonic community, so word just went to over 4,000 people in one big swoop. Now there's another portion of your ""niche"" audience who will watch when the film gets out :-)",10
406,1445139804,"Only backers can post comments. Log in
Andi McLean
over 1 year ago
Got home from a hard day's work to find the Panda Kindergarten on my doorstep.
What could go wrong :)
Anne BelovCreator
over 1 year ago
Heh! Braver people than me have asked that question! I hope they are behaving themselves! (hee hee!)
Nancy Hardy Oakes
over 1 year ago
Anne, I got my pin today, but I believe I ordered 2 and sent $35.00. Can you check that for me.
Anne BelovCreator
over 1 year ago
So sorry for the error! Another Mr. Wu will be on his way, shortly!",4
407,1902183488,"Only backers can post comments. Log in
Cindy Hollingsworth
over 2 years ago
Congratulations to everyone involved with this incredible project! I’m really looking forward to seeing everything you accomplish as well as learn as much as I can.
Tricia Wilden
over 2 years ago
Congratulation to you Celine and all the passionate people involved in this project. Thanks for giving us the opportunity so support its completion and also the advocacy and education reach!!",2
408,472272048,"Only backers can post comments. Log in
Qualified backerSuperbacker
4 months ago
Please don't use a background so similar to the product, it is very hard to look at.
Nicole MaCreator
about 2 months ago
Hi! The pins are in production and I will have pics soon!",2
409,22032219,"Only backers can post comments. Log in
No comments yet.",0
410,1810468486,"Only backers can post comments. Log in
Marcia Fine
about 9 years ago
What a beautiful story! Your father would be so proud of the woman that you are. My dad was a musician and I think of him every day. Love your passion for the Sephardic culture, language. music. I want everyone to learn more about it.
Abby Aresty
about 9 years ago
So close!! I'm so excited to see this happen! :-) Fingers crossed!
Luigi Martell
over 9 years ago
Kerida Sarika,
Ke salga solo bueno del CD d'alkavo tuyo i agora ke tu madrika i la madre de Jeffrey vos vieron bendizidos debsaho la huppá ke pishados vos veygan en serka! ;-)
Kon toda la kerensya i amistad d'este tu amigo,
Luigi
Ashley Medina
over 9 years ago
Gracia for all that you do to preserve and spread the Ladino language and culture to the world! I wish I could donate more but I'm a broke grad student and did what I could. Good luck with this project!!!
Rebecca Soffer
over 9 years ago
What an amazing project!! I'd write this message in Ladino but unfortunately my knowledge of the language is limited to one word (and that word is ""ladino"")...thank goodness you're working so hard to educate us!
Vladimir Sinayuk
over 9 years ago
Sarah,
Muchisima suerte with this! I can't wait to hear the finished project.
- Vlad
Jared Dame
over 9 years ago
Can't wait for the album to come out so that I can share it with my kids.
Buena suerte con su lanzamiento de la música!
Ethan Russo
over 9 years ago
Dear Sarah,
I am pleased to be the first contributor to help bring your wonderful music to more people. Hopefully, this is just the start of something big.
Buena suerte y un abrazo,
Ethan Russo (fellow Monastirli descendant)",8
411,671012841,"Only backers can post comments. Log in
Sam Miller
about 1 year ago
This would probably be more successful if a digital version was offered.",1
412,1806407149,"Only backers can post comments. Log in
No comments yet.",0
413,1311680503,"Only backers can post comments. Log in
Connie Burns
over 6 years ago
Such stunning music must be shared. So glad the campaign was a success!!
Kevin Jaruszewski
over 6 years ago
Congrats Ed.... Thank you for the amazing song at our wedding and on this project. We wish you all the best and any support you need.
Kevin and Jill Jaruszewski",2
414,1909908181,"Only backers can post comments. Log in
No comments yet.",0
415,1725018716,"Only backers can post comments. Log in
Rudy CrichlowCreator
about 1 year ago
Hi Dominik. Thank you for the question. There are actually great benefits for the airlines including financial and environmental benefits. And the main criterion for having a layover eliminated is that the itinerary has both a layover and a final destination that are located in hub cities. That puts approximately 53 airports in play located in 42 distinct metropolitan areas. I don't know if that will make it common, but I believe the system will benefit a significant number of travelers.
Dominik PichSuperbacker
about 1 year ago
Would airlines do this? :) Is this situation common in the us?
I dont know the US market too well here.",2
416,1112434533,"Only backers can post comments. Log in
Terry SpahrCreator
almost 3 years ago
Karen - Thank you for sharing. It is powerful to see the statistics on educating women and the myriad benefits that come from it: greater financial security for the woman and her family, greater self esteem, independence and empowerment, lower average number of children, and as Paul Hawken's book Drawdown states coupled with family planning it is the single greatest path to reducing our footprint on the planet over ANY other carbon reducing initiative.
Terry Spahr, Executive Producer
Karen Gaia Pitts
almost 3 years ago
Drawdown.org says that girls education is equally important to family planning. I think it is more important.
We educate girls in a pastoral community in Tanzania. Child marriage is common. Educating girls will allow them to escape early marriage or early pregnancy, which will, in turn lower fertility rates. ""If there is no reduction in child marriage, the global number of women married as children will reach 1.2 billion by 2050"" https://www.girlsnotbrides.org/where-does-it-happen/ . The difference between 0 years of schooling and 12 years is almost 4 to 5 children per woman. https://www.brookings.edu/blog/future-development/2016/02/16/climate-change-fertility-and-girls-education/ . There are many barriers to education but they can be overcome.
Terry SpahrCreator
almost 3 years ago
Terrence we appreciate your comment below. We have heard that comment before that you could squeeze all 7.5 billion of us standing side by side in Texas. But what do we do about food? Do we eat the person next to us? We currently use land the size of South America for cultivating crops and land the size of the African continent to graze animals to feed our numbers.
Where do we live and sleep? Currently all the World’s housing would cover the entire surface area of your country Australia.
And what about the oceans? We can’t live there, but we sure have done a great job destroying them to feed all of us. 90% of fisheries are fished to capacity, overfished or in collapse and there is no end in sight to the demand on everything.
You suggest sustainable farming and permaculture which are admirable goals. We spent time filming this summer at the Land Institute in Salina Kansas, a leader in developing permaculture practices. Permaculture represents 1/100 of 1% of all the worlds farming and if the world’s farmers converted to permaculture to feed 7.5 billion people we would need to deforest and convert another South American sized continent to sustain us because for better or worse our current system is so juiced with fertilizers, herbicides, pesticides and water drawn from rapidly depleting aquifers to maximize the yield per acre that converting to a natural system would cause mass starvation and or mass destruction of the environment.
And Terrence we shouldn’t be afraid of addressing population honestly. Countries that have done so with their citizen’s support have found it a win-win proposition. When fertility rates decline, maternal and child health improve, food security increases, poverty decreases, savings and investment increase, education and economic opportunities expand, and productivity rises. Best of all the entire natural environment in these countries rebounded and thrived.
I think you will find our film compassionate, honest, sensible and uplifting.
Sincerely
Terry Spahr, Executive Producer
This person has canceled their pledge. Show the comment.",4
417,123877937,"Only backers can post comments. Log in
Ralf Dickmeis
2 days ago
Danke Dirk!
Die Bücher sind angekommen.
Liebe Grüße
Ralf
Ralf Dickmeis
12 days ago
Wurde Paket versendet?
Dirk BartholomäCreator
2 days ago
Alle Bücher wurden am 8.3.2021 verschickt. Müsste also schon bei dir sein. Wenn nicht bitte direkt bei uns melden: dirkb@fedcon.de
harlem24
3 months ago
Tolle Fotos, endlich mal alle in einem Buch, freu mich drauf.
Dirk BartholomäCreator
2 days ago
Alle Bücher wurden am 8.3.2021 verschickt. Müsste also schon bei dir sein. Wenn nicht bitte direkt bei uns melden: dirkb@fedcon.de
Astrid Berger
3 months ago
Ein Projekt, dass ich sehr gerne unterstütze. Die Bilder faszinieren mich seit Jahren
Dirk BartholomäCreator
2 days ago
Vielen Dank",7
418,147077736,"Only backers can post comments. Log in
PaysonSuperbacker
about 12 hours ago
Just got my xl canvas! Love it! But I have no idea what I'm doing when it comes to framing lol. Any recommendations or things to be aware of before I take it somewhere?
Cathrin MachinCreator
1 day ago
Omg Doug hehe all g dude 😝 it’s so insane once it’s up with the additional stars it’s so amazing.
Sending huge hugs. I’ll get the team to check in with you anyway :)
Doug Bunn
1 day ago
please accept my full apologies, when i say i did some reading (has been almost two years since i pledged,) it is possibly the most fantastic piece of art i have ever purchase, )
ps Please have a good chuckle at my ignorance
Doug
Doug Bunn
1 day ago
have taken a picture , but sure looks like something is amiss
Doug Bunn
1 day ago
i received my pledge today Ceiling mural, two prints, three calendars plus extra glowing stars, the mural is plain white with nothing on it, am i missing something ? Backer number is 565 , sincerely Doug
Doug Bunn
1 day ago
actually was the extra large celing mural, and am starting to panic a little as i spent over 600 canadian dollars
Lopez
4 days ago
Hi, I'm a backer for the Ceiling Stars 2.0 Glow Mural, still no news about the shippement, thank you :)
Madel AsuncionCollaborator
3 days ago
Hey there! Madel here from Cat's team. :) Thanks so much for your patience. May I know your backer number? I'll make sure to have Francis update you on your order. :)
CharlesSuperbacker
5 days ago
@Creator
Backer 78 for Early Bird Ceiling Stars 2.0 Glow Mural, may I know if my order has shipped, thanks.
Cathrin MachinCreator
5 days ago
Hey Charles, Ill get Francis to check for you :) He'll be in touch soon via email, but as of right now we're 99.36% shipped
Barkingkitty
8 days ago
Received my mask this week from the secret store and it's fabulous, already my favorite of all, and I own several! Wonderful work; I am also looking forward to the glow in the dark mural, as I just received shipping confirmation for that as well.
As always, lovely, quality images. Thanks for your hard work and dedication to this project!
Madel AsuncionCollaborator
3 days ago
Aww, we're so glad to hear that!! Let me know if there's anything I can help you with. So excited for you to receive your mural! :)
Shane Bickel
16 days ago
How are we doing for orders in Australia? I haven’t received any shipping info yet.
Kim RazzelCollaborator
14 days ago
Hey Shane, please expect an email from Francis, he's our shipping and logistics manager. He will send you an update. Thank you so much for your support and understanding. :)
Jerry
16 days ago
I would appreciate a shipping update for my Glowing Galaxies order (pledge #179). I tried emailing Francis at the email address provided but it bounced. Thanks
Kim RazzelCollaborator
14 days ago
Hey Jerry, I've forwarded your concern to Francis. He'll be sending you an update any time now. Feel free to let us know if you have any other concerns. :)
Manuel Rössner
26 days ago
Hey everyone,
i still didnt get my package (austria). are there any packages which are didnt send yet?
thank you very much :)
Kim RazzelCollaborator
25 days ago
Hey Manuel, it's Kim from Cat's team. Hope you're doing well. Our Shipping & Logistics Manager, Francis, will be sending you an update. :)
Carie WingertSuperbacker
26 days ago
Hey Cat, just a heads up. My print arrived totally fine but the plastic caps were falling apart by the time the tube was delivered.
Kim RazzelCollaborator
26 days ago
Hey Carie, Kim here from Cat's team. We're so glad you finally got your print! Thanks for letting us know. We'll take note of this. We're here for you if you have any questions. :)
Glenny Thomas
27 days ago
Got mine in India, was stuck in customs for a couple of weeks but managed to get that sorted. Its been a long ride, this one but glad to have finally received it.
Kim RazzelCollaborator
26 days ago
Hey Glenny, Kim here from Cat's team. We're so glad to hear you got your order. I'll be sure to tell Cat about this. Feel free to let us know if you have questions. 🧡
Matthew DeBargerSuperbacker
29 days ago
Should we use UV protection glass for framing these? I am curious with the glow?
Kim RazzelCollaborator
27 days ago
Hey, Matthew. Kim here from Cat's team. Cat's recommendation is to get a normal frame with glass, even though it blocks out the UV and makes it glow less. To compensate, get a UV torch to charge it when you want it to glow.
B Ruff
27 days ago
I recommend ""a 2 Pack 50W 395nm LED Black Light Flood Light with US Plug"" from amazon. Already purchased and it works great with some prints we bought from Cathrin's ""secret store"" last fall.
https://www.amazon.ca/gp/product/B07KXXX8JK/ref=ppx_yo_dt_b_asin_title_o00_s01?ie=UTF8&psc=1
B Ruff
30 days ago
Has anyone in Canada received their order yet? No tracking numbers so far.
Elie BayaninCollaborator
29 days ago
Hey, B. Hope you're doing fine. Allow me to course this inquiry through the person from the team who has visibility over all orders, please send me your email address and I'll have him send an email to you. Right now, all operations are on hold because of the Chinese national holiday but rest assured that once that's over, we're ready to get back on track. :)
B Ruff
29 days ago
how do I send my email to you privately?
Kim RazzelCollaborator
27 days ago
Hey B, I'm Kim from Cat's team. For tracking concerns, you may email our shipping & logistics manager francis@catmachin.com and he will give you an update. You may also email Cat directly cat@catmachin.com if you have any other concerns. Thank you so much for your patience. :)
MattSuperbacker
about 1 month ago
Finally arrived in Belgium!
The tube had one of the lids ripped off, but the calendars and prints made it!
I guess the Glossy Artwork Information Booklets are somewhere between here and China, but the most important things are here 🥳
Cathrin MachinCreator
about 1 month ago
Hey, Matt. I'm just making some final touch ups on the information booklet and then ill send the softcopy to everyone once that's done. :)
So glad you got your order dude, that's amazing!! Btw, would it be okay to ask you to send us photos of the tubes and lids, we don't want to wait for the time that the items would actually get damaged in transit so we'll be sure to communicate this with our shipping partners.
Oh and do let us know if there are any concerns with your orders. :)
Please send the photos to the email addresses below.
francis@catmachin.com
cat@catmachin.com
James McGovernSuperbacker
about 1 month ago
Has anyone in Australia got there's yet? Also when do we get our tracking number?
Cathrin MachinCreator
about 1 month ago
Hey James, how are you dude? I believe there are orders in Australia that have been delivered already. I had one of my team members send you an email for the full update of your order. Hope this helps. x
Felicity
28 days ago
I am also in Australia and am yet to receive any tracking. At least you know that you are not the only one. Looking forward to when I get that happy little email and knowing it is on its way. I have already been contacted to say about delays because of Chinese New Year. I just have to wait a little while longer.
Kim RazzelCollaborator
27 days ago
Hey Felicity, Kim here from Cat's team. Just wanted to let you know we really appreciate your patience and understanding. Please don't hesitate to reach out to us for any concerns. For shipping and tracking concerns you may directly contact our shipping and logistics manager, Francis at francis@catmachin.com 😊
Jamie Barrett
about 1 month ago
Just received mine, and I think it’s incredible. Thanks for you consistent updates with everyone! All the hard work you guys have done has paid off! Thank you
Elie BayaninCollaborator
about 1 month ago
Hi, Jamie! So glad you finally got your reward!! :)
The team and I can't wait to see it framed. Thank you so much for your support, it really means the world to us. 🧡
Stephanie Wodtli
about 1 month ago
I just got my package today, yay! They are fantastic, even better than the ones from the first Kickstarter. It takes a lot of talent, dedication, and hard work to pull off something like this; especially with all of the setbacks that have occurred. A wonderful job done, thank you so much!
Elie BayaninCollaborator
about 1 month ago
Hey there, Stephanie. Elie here from Cat's team. This is great! The team and I are so happy whenever we see this kind of comments. We know it hasn't been an easy ride but thank you for your patience. So glad you're happy with the outcome of the prints. :)
Please don't hesitate to reach out to us for any concerns. 🧡
Bradley
about 1 month ago
Found it! Thanks!
Elie BayaninCollaborator
about 1 month ago
Hey Bradley, Elie here from Cat's team, glad you found the info you need. Don't hesitate to reach out to us for any other questions. 🧡
Bradley
about 1 month ago
Where do we find our survey results on art work we chose? And receipt?
Felipe Serna Herrera y Cairo
about 1 month ago
My package arrived today, great packing, my wife loves her present!! Thanks!
Cathrin MachinCreator
about 1 month ago
Aww dude that's incredible news!! Makes me super happy that your wife likes it. Cant wait to see it framed. :)
Thank you so much for the support btw xx
AzmodanSuperbacker
about 1 month ago
I got my package tody and it looks awesome. :-)
Just a short question: When we can download the Digital Artwork Bundle?
Cathrin MachinCreator
about 1 month ago
Hey lovely, aww that is amazing! So happy that you got your rewards. :)
For the digital artwork bundle, could you DM me the email you used for Kickstarter and I'll get the link sent over to you :)
Alfonso Calle Perez
about 1 month ago
Today have arrive the package but empty 😢, no canvas inside and the package was in bad condition (to be more clear was completely open without the cap in one side and the other broken. What should I do? If you can be so kind contact me I can show your more details. Alfonsocalleperez@gmail.com.
Thank u!
Cathrin MachinCreator
about 1 month ago
Hey dude, oh no im so sorry to hear that. I'm talking to Francis as we speak. We'll get this sorted out for you. x
Felipe Serna Herrera y Cairo
about 1 month ago
Hello,
Seven days ago I asked for the tracking and you answered that Francis had already sent me an email. but still nothing. Backer 693.
Thanks!
Cathrin MachinCreator
about 1 month ago
Hey Felipe, I'm checking again with Francis. Sorry for the delay dude x
Showing 25 of 250 comments
Load more",547
419,1098306436,"Only backers can post comments. Log in
No comments yet.",0
420,1849496093,"Only backers can post comments. Log in
No comments yet.",0
421,517616308,"Only backers can post comments. Log in
No comments yet.",0
