,id,comments,n_comments
800,1799882223,"Only backers can post comments. Log in
No comments yet.",0
801,249730715,"Only backers can post comments. Log in
No comments yet.",0
802,1097714430,"Only backers can post comments. Log in
No comments yet.",0
803,955938907,"Only backers can post comments. Log in
No comments yet.",0
804,756870088,"Only backers can post comments. Log in
No comments yet.",0
805,928657609,"Only backers can post comments. Log in
No comments yet.",0
806,787552413,"Only backers can post comments. Log in
No comments yet.",0
807,665605448,"Only backers can post comments. Log in
No comments yet.",0
808,1552588436,"Only backers can post comments. Log in
claire maureyCreator
almost 7 years ago
This comment has been removed by Kickstarter. Learn more about comment guidelines.
stacey
almost 7 years ago
This comment has been removed by Kickstarter. Learn more about comment guidelines.
stacey
almost 7 years ago
This comment has been removed by Kickstarter. Learn more about comment guidelines.",0
809,766152737,"Only backers can post comments. Log in
Stuart Childs
about 1 year ago
I Am Very Excited To Take This Product And Have A PArty Any Place That Can Be Possible! When Can We Find Out About The Design For Usb Add-On Party Pieces?
Thank You Guys, So Excited To Receive This Project Soon!
Kimdoyoung
about 1 year ago
Hello.
You have been misrepresented about the product.
Please cancel the payment.
RNSCreator
about 1 year ago
Hello Kim,
We believe we honestly presented the product and his features. Moreover, we are at CES with Partier available to see and test in our booth. Please send us an email to info@partier.shop, and we'll do our best to support you!
This person has canceled their pledge. Show the comment.
This person has canceled their pledge. Show the comment.
RNSCreator
about 1 year ago
Just pubblished！Once again thank you for your support!
This person has canceled their pledge. Show the comment.
This person has canceled their pledge. Show the comment.",8
810,1201043963,"Only backers can post comments. Log in
No comments yet.",0
811,470711478,"Only backers can post comments. Log in
No comments yet.",0
812,1708212109,"Only backers can post comments. Log in
Alexandr FurduiCreator
almost 4 years ago
Thank u for ur support! Now we are preparing new project and will launch it soon!
Sven Hansen
about 4 years ago
BTW, I got the files the second time around. Great collection thank you.
Patrick for rar archives use 7zip its free http://www.7-zip.org/
Alexandr FurduiCreator
about 4 years ago
Patrick Johnson - please if u will not understand how to do it - write me i will made for u links with no archives!! THANK U!!!!
Alexandr FurduiCreator
about 4 years ago
Hi! Photos weight is more than of 11.5 GB, so we decided to make an archive for your convenience. You can download the archivator and extract Rar using it. If you can not find it yourself - I wrote you a personal message with a link
Thank you!
Patrick JohnsonSuperbacker
about 4 years ago
Thanks for sending a format that requires buying software to uncompress. Wish that information had been in the campaign. Will have to try to do it through my phone and then transfer to my computer.
Alexandr FurduiCreator
about 4 years ago
Hi! Now we are preparing new links for u! And will send it soon today!!!!
JeffreySuperbacker
about 4 years ago
Yes, I also missed the download window.
Alexandr FurduiCreator
about 4 years ago
Hello! Links worked for 7 days, we will re-load them on Wednesday for u and will send new links!
Sven Hansen
about 4 years ago
Got the reward email but I was out of the country at the time, so when I got back and tired to access the links last night they had expired.
Anybody else miss the download window?
Alexandr FurduiCreator
about 4 years ago
Hi! Please be patient! For secure and rules - first we waiting for 14 days lie kickstarter says, than we will start sending photos to all sponsors
Ejin
about 4 years ago
When do you expect the digital rewards to be given?
Sven Hansen
about 4 years ago
Really looking forward to this, I think the photography is amazing.
Walter HammerschmidSuperbacker
about 4 years ago
Congratulation to you and us :-)
Alexandr FurduiCreator
about 4 years ago
Dear sponsors!!! Thanks to support us!!! After this we will create new project!!!!! Stay with us!!!!!
Sven Hansen
about 4 years ago
I can't believe more people aren't backing this project.
A K Nicholas
about 4 years ago
Great looking work. I'm looking forward to seeing your project progress.",16
813,1653004929,"Only backers can post comments. Log in
No comments yet.",0
814,427471697,"Only backers can post comments. Log in
No comments yet.",0
815,1866933214,"Only backers can post comments. Log in
No comments yet.",0
816,1655700101,"Only backers can post comments. Log in
No comments yet.",0
817,512193647,"Only backers can post comments. Log in
No comments yet.",0
818,1994562630,"Only backers can post comments. Log in
No comments yet.",0
819,2015211879,"Only backers can post comments. Log in
Roberta Piani
over 4 years ago
Voglio vedervi ballare <3
Stefania Piani
over 4 years ago
Ciao camy ho contribuito al vostro progetto...grandeeeeeeeeeeeeee",2
820,442104134,"Only backers can post comments. Log in
No comments yet.",0
821,1729728377,"Only backers can post comments. Log in
John WitheeCreator
5 months ago
@Jennifer Wyllow Wynd Storelli: hi Jennifer! Yes, I plan to post an update this week!
This person has canceled their pledge. Show the comment.
This person has canceled their pledge. Show the comment.
TaylorSuperbacker
about 1 year ago
More updates please
This person has canceled their pledge. Show the comment.
This person has canceled their pledge. Show the comment.
John WitheeCreator
over 1 year ago
@gryffynn: No problem! I’ll mark it down and we can shake it out later! :-)
This person has canceled their pledge. Show the comment.
John WitheeCreator
over 1 year ago
Blyth!! Absolutely! Thank you so much for your support!! I look forward to talking to you more about it all! If you ever wanna come to Kalamazoo or Paw Paw to see em let me know — send me a DM and we’ll get together! Thanks so much again!!!
This person has canceled their pledge. Show the comment.
John WitheeCreator
over 1 year ago
Hey Wendy! I set it up so that the first 15 deck-buyers get the secret poem written for them in the post card and the first 5 deck-and-book people get it — I didn’t expect them to all be gone in 48 hours so congratulations!! I recommend sticking with the initial pledge for that reason, and I can getcha a book when kickstarter’s over; so yes, we can work it out then, and I can still get it to ya for the same deal :-) I appreciate the support so much!!
This person has canceled their pledge. Show the comment.
This person has canceled their pledge. Show the comment.",13
822,1454366377,"Only backers can post comments. Log in
No comments yet.",0
823,640522569,"Only backers can post comments. Log in
No comments yet.",0
824,665151330,"Only backers can post comments. Log in
No comments yet.",0
