,id,comments,n_comments
300,1603995131,"Only backers can post comments. Log in
No comments yet.",0
301,501612249,"Only backers can post comments. Log in
Monica
19 days ago
It is a great pleasure to have your (now my) deck of cards in my hands at last. Thank you very much
Cielo CapaliniSuperbacker
27 days ago
Received today in Australia. The quality and presentation is phenomenal, you can really tell a lot of love went into thinking out every part of this product. Thank you for taking the time to create something that will help others so much.
Jenni KowalCreator
26 days ago
Cielo,
This is wonderful news!! I am so happy that you received the deck and thank you so much for these kind words :) It truly was a labor of love and so happy to have it in the world!!
Erica
28 days ago
Hi Jenni! I just wanted to say that I received my reward and it's BEAUTIFUL. It exceeded my expectations in every way. Superb quality and design. Thank you for creating this!
Jenni KowalCreator
26 days ago
Erica,
Thank you so much!!! I am so happy to hear this and glad to exceeded your expectations (always a win!!) So grateful for your support and excited for your self care journey!
Jeannine ChangSuperbacker
about 1 month ago
Got mine! Just gave one to a friend/coworker. She LOVES it!!!
Thank you so much for this Jenni!
Jenni KowalCreator
about 1 month ago
Yay, Jeannine!! I am so glad they made it, and that is such a thoughtful gift & I'm glad you could share the love !! Wishing you many moons of self care <3
Sun-Ae PattersonSuperbacker
about 1 month ago
Received mine! I love love love it! The box is amazingly satisfying. the card stand is lovelyyyy. The cards feel great!
I'm so glad to have helped kick start this. Thank you!
Jenni KowalCreator
about 1 month ago
I am so glad that they came Sun-Ae! I am so grateful for your support, and so excited for you to use the deck!!
Derek JunesonSuperbacker
3 months ago
Can I ask why it will cost me $32 to ship 2 decks to Canada? Seems excessive.
Jenni KowalCreator
3 months ago
Surveys Coming Week of 12/21!
Self Care Adventure Cards shipping January 2021!
AnaSuperbacker
6 months ago
So close to the last stretch goal!! So exciting!!
Jenni KowalCreator
6 months ago
Ana, YESS!!! I am over the moon excited and confident we can reach it :D
Jessica Locke
6 months ago
I am super excited and feel that this deck will be perfect in my shop too!
Jenni KowalCreator
6 months ago
Thank you Jessica!!! I would love to see your shop and be a part of it!
Elizabeth WilliamsSuperbacker
6 months ago
I'm so excited for my deck! I have a chronic illness which causes pain and fatigue. These will help me prioritize myself and my health in a world where I've been the caretaker since I was a teen!
Jenni KowalCreator
6 months ago
Elizabeth, I am so glad to have you on board! I designed this deck with that exact intention in mind - to prioritize your mental and physical health :) I can't wait for you to include these in your routine. If you had to choose, what is your favorite self care activity?
Elizabeth WilliamsSuperbacker
6 months ago
Well, I love video games, but due to brain fog and pain, can't always play them or learn how to play new games. So I love watching Let's Plays! It let's me do something I love more passively!
Victoria Elise
6 months ago
I'm SO excited to get my deck! Will there be expansion packs in the future or other themes?
Jenni KowalCreator
6 months ago
Great question, Victoria! I am in the process of coming up with future themed decks so to answer your question, yes! What kinds of themes would you like to see?
Erica
7 months ago
Absolutely beautiful deck you've created. Can't wait to receive mine!
Jenni KowalCreator
7 months ago
Thank you so much Erica! What is your ideal self care routine? I'm curious!
Erica
6 months ago
Hi Jenni,
I would love to curl up with a book with the ocean waves next to me. Thanks for asking :)
Jenni KowalCreator
6 months ago
Oh my that sounds so relaxing, I need to go turn on some ocean sounds right now. I feel calm just thinking about it! :)
Andrea
7 months ago
So excited for this deck! Looking forward to the self-care prompts, I think it will be really helpful and take some of the pressure off of deciding what to do in the moment :) Also, these are beautiful! Jenni you have a special talent for design!
Jenni KowalCreator
7 months ago
Thank you, Andrea! that means so much :) I agree, having the deck will really free up that mental clutter from the mind and you can just focus on the task at hand !
Luke Kaluzny
7 months ago
Can't say how excited I am to get this deck. Throughout quarantine my self-care routine has really been slipping, I am excited to use this as a tool to get back on track!
Jenni KowalCreator
7 months ago
Thank you, Luke! I really hope this will help. What is one self care activity that really lights you up??
Bryan Gintz
7 months ago
Can't wait to use these myself and with my family! Great work Jenni!!
Jenni KowalCreator
7 months ago
Wonderful! I love the idea of doing it together. What kind of activities do you think the kids will enjoy?
Bryan Gintz
7 months ago
The more spontaneous ones come to mind. My wife and I each have a ""date night"" with our daughters where we go and do something 1 on 1. Using the cards can help us get out of the box of what we ""normally"" do :)
Jenni KowalCreator
7 months ago
I love that !! A whole family ""date night"" sounds incredible. I can even imagine creating a family oriented deck one day!
Cayce Clifford
7 months ago
I'm lucky enough to have had a sneak peek of the creation of the Self Care Adventure Cards and the long process Jenni went through to bring them to life. She has poured so much creative effort into the deck and it shows. They're beautifully designed and I can't wait to use them day to day and gift one to a friend!! <3 <3
Jenni KowalCreator
7 months ago
Thank you lovely Cayce, it has been lovely sharing my process with you and I can't wait for you to continue on with your self care routine in a fun way <3
Lindsay
7 months ago
I'm so so excited for this project taking flight! It's been such a unique and interesting idea since day one, but its grown into something truly exceptional. So inspired and happy for you Jenni!
Jenni KowalCreator
7 months ago
Thank you Miss Lindsay! Your support means so much :) I hope these cards can help spark creativity wherever you go in the world!
Reagan Pugh
7 months ago
Thank you for inspiring me! Well done.
Jenni KowalCreator
7 months ago
You're welcome, Reagan :) You are such a light! What is your favorite self care activity currently?
Reagan Pugh
7 months ago
Currently, writing daily poetry under a pseudonym - or taking a full Sabbath from Friday night through Saturday night with no devices, nothing on the calendar, lots of naps and pancakes and reading!
Jenni KowalCreator
7 months ago
Oh wow, I LOVE all of that!! Especially the pancakes part. I need to take a page out of your book! (no pun intended) Glad to see the creative juices are flowing!
Eric Ralph
7 months ago
Excited about this project! It's a beautiful deck and a great concept. Looking forward to seeing them!
Jenni KowalCreator
7 months ago
Thank you so much for your support Eric!
Nikki May
7 months ago
Super excited about these! Congrats Jenni, you should be really proud of yourself. They are beautifully designed and I love the concept!
Showing 3 of 4 replies
Load previous replies
Nikki May
7 months ago
Don't make me choose! It's a lovely, calming, peaceful - yet still dynamic - color palette! ❤️
Jenni KowalCreator
7 months ago
You're right - choosing a favorite would be so unfair!! I love them all 😍
Nikki May
7 months ago
:)
Elizabeth Bunting
7 months ago
Excited to start using these daily! Will these be arriving by Christmas? Hoping to use them for a gift too!
Jenni KowalCreator
7 months ago
Thank you so much for your support, Elizabeth!! They are on track to arrive before Christmas and make great stocking stuffers :D
Eric Meisner
7 months ago
Super excited to support this project, and this artist! Even more excited, however, to put these cards to use in my daily practice and to incorporate them into my life!! And like Mollie said, getting two decks was part of my plan for a great holiday gift.
Jenni KowalCreator
7 months ago
Thank you for your support Eric! I am so excited to get these into your hands and make self care easy & breezy for you :)
Mollie MacNamara
7 months ago
Truly excited about these cards and have been for awhile! They're beautifully designed, and I'm looking forward to the day when I can incorporate them into my self-care routine. Perfect gift for loved ones.
Jenni KowalCreator
7 months ago
Thank you Mollie!! I appreciate your kind words :) What self care category are you most excited about exploring?",53
302,1460030167,"Only backers can post comments. Log in
No comments yet.",0
303,1577461720,"Only backers can post comments. Log in
Herbert
over 7 years ago
Last update on 17th of August:
""so we think we will deliver the album to you end of Sept.
the presentation concert will be in october in Barcelona""
So, since it is october already, did you ship the Album?
Herbert
over 7 years ago
Hi - now it's August, three months behind schedule. How about an update, a timeline or any kind of (regular) communication?
Estel Segui
over 7 years ago
Hi everybody, i know the guys from selva de mar they are working very hard on the post production of the cd they are having a delay, but this cd is going to be worth it,
just be a bit more patient check their face book page ,
https://www.facebook.com/selva.demar.5
Herbert
over 7 years ago
This is one of the strangest projects I backed on kickstarter - regarding comments or backer participation. Almost like a ghost town.
So, May has passed, there were no updates during the whole project - where do we stand? When will the CD ship?
I'd appreciate any sign of life from the creators.
Herbert
almost 8 years ago
No updates, no comments after the funding was reached or the campaign ended - so, how are things going with the recording?",5
304,2134946261,"Only backers can post comments. Log in
JUST FOLLOW ME!Superbacker
over 2 years ago
Hi. Maybe put a sample of your writing skills?",1
305,2096155258,"Only backers can post comments. Log in
No comments yet.",0
306,1603706387,"Only backers can post comments. Log in
No comments yet.",0
307,273404154,"Only backers can post comments. Log in
No comments yet.",0
308,595945133,"Only backers can post comments. Log in
Andre Bamboo WattsCreator
almost 2 years ago
@Adam Hammons: Thank u so much for ur donation. Sorry for the late response. We’ve been extremely busy tryna get this project done.
Adam HammonsSuperbacker
almost 2 years ago
I feel ya hype",2
309,1391360022,"Only backers can post comments. Log in
No comments yet.",0
