,id,comments,n_comments
500,248228217,"Only backers can post comments. Log in
paul wheatonCreator
over 2 years ago
Ben, log in to the forums at permies.com and look at the top for a link that says ""my stuff"". It should all be there.
ben murray
over 2 years ago
Hi I had twins right about when I was supposed to download everything and then I found the links to not function when I tried later on and the Bering a new dad of twins kind of made me even for get that I had bought this any chance I can get access now?
paul wheatonCreator
over 3 years ago
Narayan, you should have received several emails. Each email has a link to a piece of candy.
Narayan Swamy
over 3 years ago
Hi Paul , i was sick for lost few weeks , just getting better , did had chance to download the project candies. help me with links
R C Wallace
over 3 years ago
Question... Is there a way, either now or future, to upgrade from BOTH ($100 pledge) to DOWNLOAD ($120 pledge). I realize Kickstarter is over, and funds have been transferred. My bad, misread description (thought ""get all video"" meant get, not stream). I take full responsibility, and I'm sure the streaming will be awesome, just wondering if there is a possible protocol for this further in the process after you have completed the videos. Thank You
paul wheatonCreator
almost 4 years ago
Gregory,
Step 1: wait until we are done recording the videos.
Step 2: wait until we send you an email with further instructions.
The ATC started yesterday.
Gregory V. DiehlSuperbacker
almost 4 years ago
How do I access the videos I pledged $120 for?
paul wheatonCreator
almost 4 years ago
Steve, for support please read this thread: https://permies.com/t/80/66358
Steve
almost 4 years ago
Hi Paul, my link for the PDC isn;'t working.
Sarah Kaplan
almost 4 years ago
Hi Paul, I'm so excited that I get to have the next best thing to an in-person permaculture course, for just $120!!! After listening to the podcast about the course, I have a lot of confidence that it's going to be amazing. And question, if I do a design after listening to the recording, will it be too late to get feedback, will everyone in that forum have left b/c they attended/listened live? If there will be a deadline, could it possibly take into account us recording people? Also, you rock.
Siki McIvor
almost 4 years ago
Very excited about getting this and wow! $87,000 you did good!!! Very glad to be part of it!
Bobo Miles
almost 4 years ago
good luck with everything, now go and dominate!
Karen Gilhespy
almost 4 years ago
One step closer to world domination!! What a fantastic response Paul - that's very telling. This is going to be very useful information - looking forward to putting it in to action. Enjoy the PDC and ATC!!!
Kim Arnold
almost 4 years ago
Congratulations! What a great project!
Jane Lewis
almost 4 years ago
Just heard about this yesterday, realized it's a way for me out in the Asian Pacific to get my PDC course and a critiqued project (yippee!!) and be part of really cool thing happening. Now today it's all a done-deal. Blink blink ... good things happening for sure! Permies rocks! Thanks Paul, thanks everyone!
Laurentzi de Sasia
almost 4 years ago
Hi Paul, Kudos for the success on making a remote on line attendance to the courses possible, i live in Chile, very close to the end of the world... lol, so for me it is a great opportunity to be able to participate from far away.
Please keep up the great work!!
Best
Marianne Spitzform
almost 4 years ago
Congratulations Paul! Very exciting to see this level of interest. And I look forward to an in-person tour -- am happy that became a stretch goal.
BD Coop
almost 4 years ago
Congratulations on the $87K Paul. Isn't it good to know that you've got more than 988 pretty good friends?
Now get to work, the PDC & ATC will be in your face in 3,2,1...
Have fun!
Timo Pasanen
almost 4 years ago
Paul, ""regular"" == ""decent"" in my books. Most folk seem to have ADSL capable of ~3Mbps uploads. That would be enough. So long as you don't have a cap on uploads it should be fine.
Only a couple of hours to go and the campaign is over 1,230% pledged — a fantastic level of support! I think your last update was right on the money: Do a PDC at home and (for some) get your design critiqued. I'm on the wrong continent to attend personally, but want the knowledge and this seems to have turned out to be a good way to get it. Really looking forward to the HD Downloads!
paul wheatonCreator
almost 4 years ago
Timo,
It looks like you said ""if you have a bad internet connection"" and the solved it by having a good internet connection.
As for microphone stuff: daniel keeps oodles of microphones going all the time. So my guess is that there will be plenty of microphones.
Timo Pasanen
almost 4 years ago
One thing that I've noticed with lots (and lots, and lots) of recordings of presentations is that they use directional microphones on the cameras that are aimed at the speaker, or a lapel microphone. Whilst this makes the speaker's voice clearly audible, it makes it difficult/impossible for ""questions from the audience"" to be heard — and an answer/response is sometimes meaningless if you don't know what the question was. If you could address that issue it would be great! (Some speakers just repeat the question, which works. Other times it's clear a second omni-directional mic has been placed somewhere and the second audio track gets edited in. I've even seen a wireless mic that gets handed around the audience and you need to be holding the mic before you can ask a question.)
Timo Pasanen
almost 4 years ago
If bandwidth is a problem, then you could look into bundling each reward into a single, compressed file, encrypt them all, and then just turning them into torrents and seeding them from a single computer with a regular Internet connection (faster is nicer but it doesn't need to be special). As more and more people start downloading them, everyone's download rates will increase as the whole peer-to-peer magic kicks in. Email each backer with the set of passwords (decryption keys) that they are entitled to and... bandwidth problem solved! Instruct each backer to let you know once they have downloaded and decrypted all of their rewards. Once everyone who was entitled to a particular reward has downloaded it, stop seeding that reward. If you have a spare computer with a big hard drive, and a decent Internet connection, then this is almost a zero-cost way to distribute content.
John Oden
almost 4 years ago
Thank you for considering the idea about the property tour. We are excited to be supporting ya'll on this project, Paul!
- The team at aspire123.com
Joseph LarsenSuperbacker
almost 4 years ago
I think the jump drive idea would be a great way to save on some bandwidth. I'm wondering how large it would need to be. Looking forward to seeing how it all turns out.",24
501,547286879,"Only backers can post comments. Log in
No comments yet.",0
502,1561194065,"Only backers can post comments. Log in
No comments yet.",0
503,2108693607,"Only backers can post comments. Log in
No comments yet.",0
504,925251638,"Only backers can post comments. Log in
No comments yet.",0
505,439683086,"Only backers can post comments. Log in
No comments yet.",0
506,1879428607,"Only backers can post comments. Log in
No comments yet.",0
507,1969187096,"Only backers can post comments. Log in
Ahmed AlShaikh
over 2 years ago
So, Service stopped? Ghost VPN is dead.
Brittany A.
over 4 years ago
@tanner - Thanks, it was in my junk mail. I had thought the email was simply signed as ""Phantom"", but he did include contact information.
tannerpid
over 4 years ago
@Brittany A, There was information included in the email that i posted regarding names and such, i didnt want to put it up here for the reason of prevention a witch hunt. The information was at the bottom of the email i received. I found the email in the junk of my inbox. I wont be posting it publicly
Brittany A.
over 4 years ago
@JEL - Thanks for the recommendation, the service looks infinitely better, though I’m not sure that’s saying much. Businesses which offer “lifetime” subscriptions are more liable for fulfilling what they advertised as opposed to KS offerings where they can legally let their project fall through at any time and walk away with our money.
Did anyone catch the name of the creator of this project? It would’ve been displayed under “Casper”. I’m not suggesting a witch hunt, I’m just curious if there was ever a verified individual tied to this project, or if the individual used a fake identity.
JELSuperbacker
over 4 years ago
I agree with @Brittany A. I was very leery about getting a new VPN ""lifetime"" subscription, but opted for PureVPN (Stacksocial has a lifetime subscription for fairly cheap). I decided to go for them since they have been around for about a decade. That's 10 times longer than VPNGhost/RogueVPN and it seems a lot more established. FU VPNGhost/RogueVPN.
Brittany A.
over 4 years ago
Thanks for posting that information guys. I'm not convinced that we should take every word of some guy named ""Phantom"" as truth after what just happened, but at least if offers an explanation. I had a feeling my subscription and private server wouldn't last ""a lifetime"", but for it to not even last a year and to have all of these constant technical issues is very disappointing. I doubt I got $60 worth of VPN service and I suspected something might be going wrong because the technical issues continued.
If it sounds too good to be true, it usually is. These creators seem far too comfortable with shrugging their shoulders, reneging on their promises and commitments within a year, deleting their KS account and not looking back. If I see another VPN service pop up on KS offering ""life time subscriptions"", I'll be writing a warning.
JELSuperbacker
over 4 years ago
Wow... thanks to @tannerpid for this information. That's so weird because I always felt Casper provided great service when I needed it. And in talking with him, I learned he quit his job to focus on VPNGhost... supposedly. Anyway, this really sucks... I guess I have to find a new VPN provider that will shut down due to in-fighting... this blows.
tannerpid
over 4 years ago
Phantom sent the following email to those who have not seen it ""I feel as though its only fair that I inform users why VPNGhost has dissolved. I was an original co founder of VPNGhost. When we started gaining lots of users, ""Casper"" decided that revenue is more important than UX. I did not agree, after a few arguments over the reliability of the service I was basically cut off my own website so I could not access any accounts or anything. I lost full control of the website and the outcome was the terrible money scam rogue vpn. I would like to personally appoligize to all users for any inconvience ""Casper"" may have caused you. It was beyond my control and if it were up to me the site would still be going at full functionality I left it with. The truth is, ""Casper"" is money hungry and never cared about the service or the users to begin with, even now. So my due dilligance is to share this with you.
Public information on ""Casper""
Zer0duck30
over 4 years ago
VPNGhost switched to RougeVPN from which I was able to sign up and gain access to more keys as stated on the previous website however, the company seems to have gone dark, heh I guess you can say gone 'rouge' as the vpnghost.net website no longer exists and the website rougevpn.net is 'parked' which means either expired to listed for sale. Therefore no contact or way of understanding what is going on, RougeVPN twitter and facebook are both empty so it seems like the company is no more? I would like someone to shed some more light on this but I guess we are all in the dark about this.
Alex specht
over 4 years ago
I registered for RogueVPN but they havent activated me yet I dont think
Website is not as simple as before
JELSuperbacker
over 4 years ago
Bad news... we just got an announcement about a week ago saying that VPNGhost has been changed to RogueVPN, and apparently it's not the same people running things. Too bad, because VPNGhost has been awesome up until this point.
First of all, the RogueVPN website is absolutely terrible with the most support and information for the signup page only. When you're a member, the ""Dashboard"" or Client Area is so minimal, it looks like a mobile website.
Secondly, and perhaps the most concerning, is the fact that they have changed their policy on the Lifetime Private Server that some of us paid for. I was told by their customer support person (who was not very courteous at all, btw) that the Private Server expires in 2017. There is NOTHING during the Kickstarter campaign that indicated an expiration date... in fact, Casper responded to a question about the Private Server being a lifetime:
Janielle Guy: ""Would the private vpn server is also lifetime?""
Casper (who ran this campaign) : ""All packages come with our lifetime subscription.""
So there you have it, all of that money we paid doesn't amount to what we paid for. Not good. VPNGhost was excellent in every single way. RogueVPN is terrible. If you're reading this in lieu of a review, make sure that you know what you're paying for.
JELSuperbacker
about 5 years ago
@Casper was very helpful in getting me up and running - thanks!!! Now that I have an idea of how this works, can I put in a request to add a public server to the West Coast of the US? Preferably Southern California? Or perhaps have my private server in Southern California? Thanks for delivering on an amazing KS project!!!
Alex specht
about 5 years ago
Which is?
Casper (deleted)Creator
about 5 years ago
You can use one of our public DNS servers on any OS. Just change your IPv4/IPv6(if enabled) to our DNS configuration.
Alex specht
about 5 years ago
What about dns leaks on osx
Casper (deleted)Creator
about 5 years ago
Nothing on our side, just make sure you don't have any DNS leaks and you are good to go. FAQ covers DNS leaks.
Suresh Naik
about 5 years ago
Any guideline to set up torrenting on Baar server?
Casper (deleted)Creator
about 5 years ago
http://downforeveryoneorjustme.com/ This website may be helpful to you! Our website is live and running, if you are still having troubles contact us via email. admin@vpnghost.net
Matthew
about 5 years ago
Disregard. .net not .com -- more coffee
Matthew
about 5 years ago
I am noticing that I'm unable to access the vpnghost.com website over https, this also is an issue on the login page. I've tried from Chrome mobile and Firefox desktop. I am able to access via http.
Jason BartonSuperbacker
about 5 years ago
Casper - just wanted to confirm back that I got into the website fine late last night, and things are working great now. Thanks for delivering on Kickstarter campaign, excellent work so far. Regards, Jason.
Hoan Nguyen
about 5 years ago
does vpnghost support encryption over Tmobile 4G? if so how do I set that up?
Casper (deleted)Creator
about 5 years ago
Website is live and running.
Jason BartonSuperbacker
about 5 years ago
Got my account details, thanks. Trying to access the website, but can't reach the page. Any idea when it will be available again? Thanks, Jason.
Matthew
about 5 years ago
One of the few Kickstarters these days that actually deliver, thank you Gents. Keep up the great work.
Showing 25 of 85 comments
Load more",85
508,568388159,"Only backers can post comments. Log in
No comments yet.",0
509,1949552322,"Only backers can post comments. Log in
No comments yet.",0
